,Title
182,A cowboy's ex-wife tells his family he was killed by their dog
183,What happened to cowboy Ray Green?
184,Inside Doug and Ashley Benefield's short and rocky relationship
185,Eva Benefield details the emotional toll of her father’s death
186,Inside Michelle Carter's texting trial
187,Man celebrates 70th birthday after release from prison
188,Michelle Carter and Conrad Roy - Death by Text: Sneak peek
189,New York lawyer makes it his mission to free Louisiana man from prison
190,Vincent Simmons released from prison after 44 years
191,Sneak peek: The Disappearance of Jennifer Dulos - What Does the Other Woman Know?
192,A woman casts doubt on account of twin sisters who say they were raped as teens
193,“Please Don’t Tell”: Sneak peek
194,Former Texas attorney faces questions after multiple men in her life end up dead
195,Sneak peek: Chasing Catherine Shelton (Part 2)
196,"Allegations of murder, mayhem swirl around former attorney"
197,Who is Catherine Shelton?
198,Man who had murder conviction overturned may have to go back to prison
199,Chasing Catherine Shelton (Part 1): Sneak peek
200,"""48 Hours"" sits down with a Canadian man who escaped ""The Dexter Killer"""
201,Filmmaker lures victim to garage using a dating site
202,Filmmaker lures victim to garage using a dating site
203,Letters from Mark Twitchell: Inside the mind of a killer
204,"""The Dexter Killer""'s letters revealed for the first time on television"
205,"""The Dexter Killer"": Sneak peek"
206,An experienced hunter dies from a fatal gunshot wound
207,A shotgun blast and a scream causes panic
208,American woman dies mysteriously during a hunting trip to Zambia
209,Death on Safari: Sneak peek
210,Digital clues help uncover Dallas murder-for-hire plot
211,Was a man's death a robbery gone wrong – or a murder plot?
212,"""48 Hours"" investigates the murder of Texas airline manager gunned down outside his home"
213,The Plot to Kill Jamie Faith: Sneak peek
214,Tech executive kidnapped and murdered
215,Who wanted to kill Tushar Atre?
216,"""48 Hours"" investigates the kidnapping and murder of a California entrepreneur"
217,Sneak peek: Who Shot the Tech Exec?
218,What happened to Trevor's pants?
219,Child killer gets parole after 28 years behind bars
220,Parents of murdered boy celebrate son's memory with his favorite treat
221,"Killer of 4-year-old boy freed, parents begin to heal"
222,"Eric Smith, convicted of murder as a child, released from prison"
223,Eric Smith: Gambling on a Killer - Sneak peek
224,"""48 Hours” correspondent charmed by python"
225,"Ben Renick, renowned reptile breeder, found dead in literal snake pit"
226,"Ben Renick death: ""48 Hours"" investigates murder of renowned snake breeder"
227,The Poisonous Wife |  Sneak peek
228,Sneak peek: What Ally Kostial Didn’t Know
229,NYPD Detective Katrina Brownlee on working undercover
230,Retired NYPD detective shares her story of survival
231,Sneak peek: Katrina Brownlee: The Good Cop
232,“48 Hours” investigates disappearance of Maya Milette — whose husband sought help from spellcaster
233,Sneak peek: The Mysterious Death of Kat West
234,Sneak peek: Searching for Maya Millete
235,Drew Carey on the text his ex-fiancée sent days before her death
236,Sneak peek: The Final Hours of Amie Harwick
237,Sneak peek: The Yogurt Shop Murders
238,Sneak peek: Mystery on County Road M
239,Ryan Ferguson on life’s challenges and “The Amazing Race”
240,The Suzanne Morphew Case: Nothing Is What It Seems
241,Sneak peek: Who Killed Jonelle Matthews?
242,Sneak peek: The Missing Millionaire: A “Tiger King” Mystery
243,Sneak peek: Natalie Wood: Death in Dark Water
244,"Nikki Kuhnhausen's Life and Death: ""48 Hours"" sneak peek"
245,Sneak peek: Who Killed Rachael DelTondo?
246,Sneak peek: What Happened to the Perfect Child?
247,Sneak peek: What Happened to the Perfect Child?
248,Sneak peek: A Promise to Ahmaud
249,Sneak peek: What Happened to the Perfect Child?
250,Sneak peek: A Killer in the Family Tree
251,New hope in treating PTSD with psychedelic drugs
252,Sneak peek: The Ring: The Murder of Patrick De La Cerda
253,Sneak peek: The Diary of Martha Moxley
254,Sneak peek: The Murdaugh Mysteries
255,Sneak peek: The Station Nightclub Fire: Who's Responsible?
256,Sneak peek: #LindasStory
257,Sneak peek: Jasmine Hartin's Shot in the Dark
258,Preview: What Happened to Gabby Petito?
259,"""48 Hours"" explores what happened to Gabby Petito"
260,Preview: What Happened to Gabby Petito?
261,Sneak peek: The Online Life & Death of Bianca Devins
262,"""48 Hours"" preview: The Black Swan Murder?"
263,The Black Swan Murder? Sneak peek:
264,The Circleville Letters: Sneak peek
265,Sneak peek: The Troubling Case Against Kevin Cooper
266,Sneak peek: The Case Against Mary Katherine Higdon
267,Sneak peek The Fenn Treasure
268,A Sister's Fight for her Brother: Sneak peek
269,Sneak peek: The COVID Cover-Up: Searching for Gretchen Anthony
270,Sneak peek: The COVID Cover-Up: Searching for Gretchen Anthony
271,Sneak peek: Scott Peterson: Case in Question
272,The Killing of Cowboy Ray Green: Sneak peek
273,Paramedic says she joined OnlyFans to make ends meet
274,Sneak peek: The Mysterious Death of Kat West
275,Sneak peek: The Kidnapping of Jonelle Matthews
276,Sneak peek: The Eye Drop Homicide
277,Sneak peek: Fighting for Aniah
278,Sneak peek: The Puzzle: Solving the Madeleine McCann Case
279,Sneak peek: The Deliveryman Murders
280,"""I have no idea where Jennifer is."" Detectives grill ""the other woman"" in Jennifer Dulos case"
281,Sneak peek: The Search for Christie Wilson
282,Sneak peek: The 30-Year Secret – The Tracey Harris Murder
283,Sneak peek: The Murder of Jackie Vandagriff
284,Sneak peek: The Suspicious Death of Christian Andreacchio
285,Sneak peek: The Hunt for the Long Island Serial Killer
286,Sneak peek: The Case Against Nicole Addimando
287,Sneak peek: Christy Martin - The Fight of Her Life
288,Sneak peek: Murder at the Mall: The Michelle Martinko Case
289,Sneak peek: The Murder of Anna Repkina
290,Sneak peek: Where is Jennifer Kesse?
291,Sneak peek: Justice for Ahmaud
292,Sneak peek: The Final Days of JJ and Tylee
293,Sneak peek: The Ambush of Kevin Harris
294,"""48 Hours Suspicion"" preview: The Ambush of Kevin Harris"
295,Iowa farmer calls 911 after his wife is found impaled by a common farm tool
296,Sneak peek: The Corn Rake Murder
297,Body cameras capture the chaos as police respond to a 911 call from a frantic young woman
298,Police bodycams roll as man describes what happened before girlfriend stops breathing
299,Sneak peek: The Final Hours of Cayley Mandadi
300,"""48 Hours"": We're back!"
301,Detectives confront murder suspect as he nods off during interview
302,Sneak peek:  Home Renovation Homicide
303,Was missing millionaire Don Lewis pushed from a plane?
304,Preview: Home Renovation Homicide
305,Was Don Lewis fed to the tigers? Hear from the former volunteer whose job it was to feed them
306,"Sneak peek: ""48 Hours Suspicion"": The Tiger King Mystery"
307,"Preview: ""48 Hours Suspicion"": The Tiger King Mystery"
308,Sneak peek: The Golden State Killer
309,Sneak peek: Justice for Kelsey Berreth
310,Sneak peek: Storm of Suspicion
311,Sneak peek: Find Jodi
312,Sneak peek: Mandy Stavik: The Case No One Could Forget
313,Sneak peek: The Chowchilla Kidnapping
314,Can you get away with murder in Yellowstone’s  “Zone of Death?”
315,Cult expert weighs in on Idaho missing children's case
316,Sneak peek: The Missing Children of Lori Vallow Daybell
317,Serial killer Israel Keyes was prepared for murders
318,How investigators used mind games to get a serial killer to talk
319,Sneak peek: Tracking the Murders of Israel Keyes
320,Mary Day's deathbed story of survival
321,"Mary Day's mother to police: ""Life is full of regrets"""
322,Sneak peek: What Ever Happened to Mary Day?
323,"She was ""literal sunshine"": A tribute to Haley Anderson"
324,CBS News: We're all #InThisTogether
325,Sneak peek: The Murder of Haley Anderson
326,A local journalist’s point of view on convictions in  Brevard County
327,What Kim Hallock told Chip Flynn’s parents about the night he died
328,Sneak peek: Crosley Green's Hard Time
329,Kathy Kleiner's story of survival
330,Sneak peek: Surviving Ted Bundy
331,Security camera footage shows Florida couple’s home on the night of a violent confrontation
332,Sneak peek:  Reuschel vs. Reuschel
333,"Sneak peek: ""Lizzie Borden Took an Axe"""
334,Preview: Broken Hearts
335,"This is ""48 Hours"""
336,Texas police document evidence at murder scene
337,"Sandra Garner to 911 operator: ""My husband's been shot"""
338,Police bodycam video shows first moments of Texas murder investigation
339,Sneak peek: The Case Against Sandra Garner
340,Sneak peek: Find Yura - Manhunt on the Dark Web
341,Sneak peek: The Life and Death of Amie Harwick
342,Sneak peek: The Plot to Kill Dr. Sievers
343,Sneak peek: The Case Against Ezra McCandless
344,Sneak peek: The Death of Todd Stermer
345,Teen questioned after family's quadruple murder
346,Sneak peek: Murder on Prom Night
347,Police body cameras capture a wife in distress following the shooting of her husband
348,Sneak peek: Chacey Poynter: Witness to Murder
349,Sneak peek: The Shape of a Killer
350,Sneak peek: Standoff at Trader Joe's
351,"An accused woman skips her pedicure, kills her ex-husband"
352,Sneak peek: The Killing of Daniel Green
353,Sneak peek: The Case Against Enrico Forti
354,"Bakery manager helps catch a killer: ""It's game time"""
355,Girlfriend of convicted killer shows cops where she cleaned up victim’s blood
356,Man who once claimed he was a hit man now says he’s “not a violent guy”
357,Were Maria Spencer's voicemails angry words or promises to kill?
358,Sneak peek: The Doctor's Daughter
359,Sneak peek: Maria Spencer's Vow to Kill
360,A 23-year fight for justice inspires hope for others
361,How police collected a suspected killer’s DNA without him knowing
362,Sneak peek: The Twisted Case of Angie Dodge
363,Meet the women who solved Kelly Dwyer’s case
364,Detective: Killer picked the “perfect spot” to get rid of Milwaukee woman’s body
365,Calm and cool or overzealous? Listen to Kris Zocco’s interrogation with detectives
366,Sneak peek: The Disappearance of Kelly Dwyer
367,Jurors from Howard Pilmar’s murder trial had difficulty reaching verdict
368,Worried wife or alibi? Listen to Roslyn Pilmar’s voicemail to her husband
369,Police set up surveillance after posters seeking info about NYC murder go missing
370,Sneak peek: Who Wanted Howard Pilmar Dead?
371,Sneak peek: Good Cop/Bad Cop: Solving the Murder of Heather Bogle
372,Tragic accident takes the life of a Chowchilla bus kidnapping survivor
373,Sneak peek: The Murder of Kelsey Berreth
374,"Brooke Skylar Richardson refused offer from prosecutors before murder trial,  parents tell ""48 Ho…"
375,Sneak peek: The Case Against Brooke Skylar Richardson
376,Brooke Skylar Richardson in never-before-seen video
377,Inside the mind of the Hollywood Ripper
378,"Preview: A new podcast from ""48 Hours"": Erin Moriarty's ""My Life of Crime"""
379,Sneak peek: The Hollywood Ripper
380,"A new look for a new season of true crime on ""48 Hours"""
381,Police offer glimpse of captured murder suspect Peter Chadwick's life on the run
382,Preview: Peter Chadwick: Caught
383,Sneak peek: In The Name of Hate
384,A community comes together to support Jayme Closs
385,Sneak peek: Jayme Closs: Hometown Hero
386,"""What set you off?"" Iraq veteran questioned about girlfriend's beating death"
387,How John Needham expressed his emotions through art and music
388,Sneak peek: Private Needham's War
389,Friend details murder victim Rachael DelTondo’s last moments
390,Sneak peek: What Happened to Rachael?
391,"Peter Chadwick to 911: ""My wife's dead ... They took her!"""
392,Author who intentionally disappeared sets off online challenge to find him
393,Sneak peek: #FindPeterChadwick
394,A “revolving door of stars” at Pikes Hotel
395,Symptoms and treatment of teen depression: Advice for parents
396,Sneak peek: A Death in Payson Canyon
397,"""I may have killed him"" former FBI agent tells 911 after attack on son-in-law"
398,Sneak peek: In Jason's Name
399,"""Where were you hit?"" Austin, Texas, police respond to shooting at judge's home"
400,"""Please hurry!"" A teen's emotional plea for help after his mother is shot"
401,"Sneak peek: ""48 Hours"" Live to Tell: The Vendetta"
402,A look at the evidence: Two experts disagree on how Col. Michael Stahlman died
403,Sneak peek: Widow's War
404,"Psychological manipulation: An expert explains parental alienation to ""48 Hours"""
405,"""Who went in the house first?"" Police question teen's role in her mother's murder"
406,Sneak peek: Karrie's Choice
407,Two convicts blame each other for brutal Austin murders
408,Did thermal imaging video help lead Austin police to a killer?
409,"""48 Hours"" investigates connection between three 2014 murders in Austin"
410,Preview: The Shape of a Killer
411,"How ""48 Hours"" discovered the case of an American teacher murdered abroad"
412,"""48 Hours"" visits American murder victim's Seoul apartment"
413,Sneak peek: Out of Reach
414,Private eye shares intel on the prime suspect in a reopened death investigation
415,“48 Hours“ producers on how a chance meeting led to the reopening of a mysterious decade-old case
416,Aaron Major recounts the night his wife and child vanished
417,Sneak peek: Fatal Crossing
418,Murder victims’ family speaks out against controversial Calif. law
419,Prosecutor: Teen killer shows no empathy on witness stand
420,California teen says he fantasizes about killing everyone he meets
421,FBI agent analyzes 15-year-old killer’s confession
422,Sneak peek: Portrait of a Killer
423,Sneak peek: Killer App
424,Trader Joe's hostage survivors meet to talk and heal
425,Trader Joe's gunman leads LAPD on a high-speed chase before hostage standoff
426,Sole survivor of Chino Hills massacre describes what happened
427,Sneak peek: Was Kevin Cooper Framed?
428,"Murder victim’s family on arrest in 1990 Starkville, Miss., cold case"
429,How cutting-edge DNA technology is used to develop composite sketches
430,A podcast journey: Man seeks answers to Mississippi murder mystery
431,Celebrating Jayme Closs' return and remembering  those still missing
432,Missing: Where is Mikelle Biggs?
433,"Elizabeth Smart to Jayme Closs: ""There's no going back"""
434,Jayme Closs timeline: 88 days
435,Jayme Closs' unbelievable escape and homecoming
436,Investigators learn more about Jayme Closs’ alleged abductor
437,Preview: Jayme Closs Comes Home
438,Sneak peek: Knock Knock
439,Sneak peek: Sugar Land -- Life or Death
440,Frantic woman calls 911 after shooting boyfriend
441,Sneak peek: Cold-Blooded Killer
442,A peek inside missing TV anchor Jodi Huisentruit’s apartment
443,DJ Henry death: Cell phone video captures chaos after fatal police shooting
444,DJ Henry death: Cell phone video shows scene after fatal 2010 shooting
445,Sneak peek: Defending DJ
446,Two sides of Casey Kasem's family blamed each other for the radio legend's death
447,Casey Kasem's final days in Washington State
448,Casey Kasem's close friends remember the talented radio icon
449,Casey Kasem's biggest fans were his family
450,Sneak peek: The Mysterious Death of Casey Kasem
451,James Rackover brags he'll beat charges in phone calls from jail
452,"Murder victim's girlfriend:  ""Watch who you're with"""
453,"""He was one of a kind"" say friends of Joey Comunale"
454,Sneak peek: What Happened in Apartment 4C?
455,Blaze Bernstein remembered for his generosity and spirit
456,"Atomwaffen is a ""group that we should absolutely be concerned about"""
457,"""He was in a panic - I was in a panic,"" man confesses to the murder of his best friend"
458,Estranged husband kidnaps his wife at gunpoint
459,Sneak peek: Cold-Blooded Killer
460,Murder-for-hire suspect's arrest captured on police body camera
461,"Murder-for-hire target, friend, hand over amateur investigation to police"
462,Sneak peek: Dead Ringer
463,"Expert: ""Blake Leibel was all about power and control"""
464,3D animation used to recreate brutal crime scene
465,"""Her life is in danger,"" mother tells dispatcher in desperate 911 call"
466,Sneak peek: Hollywood Horror Story
467,What is the dark web?
468,"Click for a Killer: ""48 Hours"" season premiere preview"
469,Sneak peek: Click for a Killer
470,Sneak peek: Death by Text
471,Sneak peek: Grapes of Wrath
472,Sneak peek: Death on Valentine's Day
473,Sneak peek: Murder in Pinyon Pines
474,"""48 Hours: NCIS"" sneak peek: Trail of Fire"
475,"""48 Hours: NCIS"" sneak peek: Deadly Lies"
476,"""48 Hours: NCIS"" sneak peek: The Marine's Wife"
477,"""48 Hours: NCIS"" sneak peek: A Date with Evil"
478,"""48 Hours: NCIS"" sneak peek: A Sailor's Honor"
479,"""48 Hours: NCIS"" sneak peek: Ruthless"
480,Sneak peek: Murder on Red River
481,The alleged plot to kill Lorenzen Wright
482,"""Goddamn:"" Lorenzen Wright’s desperate call for help"
483,Sneak peek: Lorenzen Wright: No Defense
484,Sneak peek: Dark Side of the Mesa
485,"Kris Ertmann hires ""hit man"" to kill estranged wife, says ""have fun"""
486,"Kris Ertmann, estranged husband of throat slashing victim, questioned."
487,"911 call: ""My neck’s bleeding. I need help quick"""
488,"Sneak peek: ""Don't Scream"""
489,Gun expert explains how Tex McIver could have accidentally shot his wife
490,Atlanta reporter retraces the night of Diane McIver's death
491,Tex McIver describes for police the moment he shot his wife
492,"Dani Jo Carter: ""I was in there all by myself and found out my best friend had died"""
493,"Inside the squad car with ""Killer Clown' suspect arrested after 27 years"
494,"Etan Patz case ""built on a lot of small but powerful pieces of evidence"""
495,Investigators revisit SoHo neighborhood where Pedro Hernandez said he killed Etan Patz
496,Sneak peek: The Lost Boy
497,A legal argument can convince judges to drop cases before they reach a jury
498,A look at the evidence: Did Donnie Brantley conceal a crime?
499,"Donnie Brantley: ""I plead the Fifth"""
500,The story of Marsha Brantley
501,Marsha Brantley case: Evidence a jury never saw
502,Sneak peek: Missing Marsha
503,How to spot the signs of sex trafficking
504,"FBI on sex trafficking sting: ""Our primary goal is to recover children"""
505,"Preview: Trafficked - ""48 Hours"" Live to Tell"
506,Sneak peek: Trafficked
507,Family creates fund for Nicole Vander Heyden’s children
508,Boyfriend of murder victim questioned by police
509,Parkland students create nationwide movement
510,"George Burch charged with, but acquitted of 1997 murder in Virginia"
511,"Nicole Vander Heyden remembered as ""selfless"" by former student"
512,Man calls 911 to report girlfriend is missing
513,Sneak peek: The Fitbit Alibi
514,Family: No justice in Rhonda Casto death
515,Stephen Nichols on his freedom and family
516,What really happened on Rhonda Casto's fatal hike?
517,Prosecution aims to prove Casto death was no accident
518,Remembering Rhonda Casto
519,Sneak peek: Mystery at Eagle Creek
520,Video: Fabio Sementilli's Fabstyle Fridays
521,What is a knock-knock burglary?
522,"Fabio Sementilli remembered as a ""cool dad"""
523,Sneak peek: Who Killed Fabio?
524,Former FBI profiler on the psychology of a sexual serial killer
525,Sneak peek: Rodney Alcala - The Killing Game
526,Forensic experts prep for third murder trial of American in Costa Rica
527,Sneak peek: Paradise Lost
528,Natalie Wood investigators discuss challenges of high-profile Hollywood mystery
529,"Original detective in Natalie Wood case: ""The poor lady drowned"""
530,Sister on Natalie Wood’s Hollywood childhood
531,How does Brazilian punishment fit the crime?
532,Sneak peek: A Brother's Mission
533,Sneak peek: Sins of the Father
534,Investigating a murder in California wine country
535,Drone captures more than vineyard beauty
536,Sneak peek: Grapes of Wrath
537,Waco siege survivor describes escape from fiery compound
538,"David Koresh ""knew how to manipulate people"" says child psychiatrist"
539,Branch Davidian child reunited with her family
540,Sneak peek: Murder by Design
541,Face-to-face with David Koresh
542,David Koresh and Branch Davidian home movies
543,Sneak peek: Secrets of Waco
544,"""It was the last time he was going to hurt me,"" wife says of fatal shooting"
545,Sneak peek: The Evidence Room
546,How Carol Dodge came to support Chris Tapp
547,What was Jacob Nolan thinking before attacking NYC man?
548,Congressman supports Ohio family's 10-year quest for justice
549,"Mock juror: ""I can't believe the D.A. ever took this case"""
550,"Detective to Jason Lowe: ""We're just trying to find her, man"""
551,"Gary Bardwell: ""She said, 'Daddy, don't worry. It's gonna be all right.'"""
552,Sneak peek: Taken Away
553,Preview: Taken Away
554,Sneak peek: Murder on the Cape
555,Paul Rickman defends daughter's innocence
556,"Friend on Victoria Rickman: ""She's not a killer ... she's got the sweetest soul"""
557,"Victoria Rickman: Reality show made me ""look like a monster"""
558,Persons of interest surface in Texas mom's disappearance
559,A murder suspect's daughter speaks out
560,Missing Texas mom's car found abandoned in flooded parking lot
561,"Viktoria Nasyrova: ""I'm not a killer"""
562,Facebook photo provides critical clues in search for fugitive
563,A daughter's mission to find her missing mother
564,Sneak peek: Red Notice for Murder
565,"Sneak peek: Love, Hate & Obsession"
566,Valerie McDaniel audio diary: How it led to this
567,Hit man or hero?
568,Sneak peek: Operation Murder
569,Officials and press react to the Vertetis trial
570,"""This must be a dream,"" murder suspect says following arrest"
