,Title,PublishedDate,Views,Likes,Comments,Description,Month,Channel
143,Missing: Mother Of 5 Crystal Rogers + New Huge Case Update,2020-08-30,2665980,65885,5532.0,"Go to https://casetify.com/kendall today to get 20% off your new favorite phone case! 
MY NEW PODCAST :) The Sesh! https://bit.ly/2ZOqx9O 
Subscribe & Hit That Bell So You Don’t Miss A Video! https://bit.ly/2IJL4EX
Check Out My Podcast! https://bit.ly/2J4kzJE

MY NEW PODCAST :) The Sesh! https://bit.ly/2ZOqx9O 
The Sesh IG: https://www.instagram.com/the_seshpod... 
The Sesh TW: https://twitter.com/the_seshpodcast 
MHP Merch: http://milehigher.com

Watch my documentary, apartment 801:  https://www.youtube.com/watch?v=PZZSP...

REQUESTS: 
General case suggestion form: https://forms.gle/QPuMGXTv65mD6ZCW6 
Form for people directly related/ close to the victim: https://forms.gle/ysjFLesK7oauoKrh6
Join my discord to chat with other viewers about this video, its free! https://discord.gg/pVYntBm

*Follow My Social!* @KendallRaeOnyt
Twitter: http://twitter.com/kendallraeonyt
Instagram: http://instagram.com/kendallraeonyt
My Zoo: http://instagram.com/milehigherzoo

C O N T A C T: 
✉ For Business Inquiries - TeamKendall@ViralNation.com ✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",Aug,Kendall Rae
144,The Cold Medicine Killer: The Case Of Lauren Hugelmaier,2020-08-23,3039056,82039,5709.0,"Get your first audiobook and access to a monthly selection of Audible Originals for free when you try Audible for 30 days visit https://www.audible.com/kendallrae or text ""kendallrae"" to 500 500! MY NEW PODCAST :) The Sesh! https://bit.ly/2ZOqx9O 


Subscribe & Hit That Bell So You Don’t Miss A Video! https://bit.ly/2IJL4EX
Check Out My Podcast! https://bit.ly/2J4kzJE

MY NEW PODCAST :) The Sesh! https://bit.ly/2ZOqx9O 
The Sesh IG: https://www.instagram.com/the_seshpodcast/ 
The Sesh TW: https://twitter.com/the_seshpodcast 
MHP Merch: http://milehigher.com

Watch my documentary, apartment 801:  https://www.youtube.com/watch?v=PZZSPBhlLDk&feature=youtu.be

REQUESTS: 
General case suggestion form: https://forms.gle/QPuMGXTv65mD6ZCW6 
Form for people directly related/ close to the victim: https://forms.gle/ysjFLesK7oauoKrh6
Join my discord to chat with other viewers about this video, its free! https://discord.gg/pVYntBm

*Follow My Social!* @KendallRaeOnyt
Twitter: http://twitter.com/kendallraeonyt
Instagram: http://instagram.com/kendallraeonyt
My Zoo: http://instagram.com/milehigherzoo

C O N T A C T: 
✉ For Business Inquiries - TeamKendall@ViralNation.com ✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",Aug,Kendall Rae
145,Hoaxed Kidnapping Or Real Abduction?! The Case Of Sherri Papini,2020-08-17,2382971,67162,10045.0,"Thumbs up for more cases like this one! 
Go to https://buyraycon.com/Kendallrae for 15% off your order! Brought to you by Raycon 

Subscribe & Hit That Bell So You Don’t Miss A Video! https://bit.ly/2IJL4EX
Check Out My Podcast! https://bit.ly/2J4kzJE

Watch my documentary, apartment 801:  https://www.youtube.com/watch?v=PZZSPBhlLDk&feature=youtu.be

REQUESTS: 
General case suggestion form: https://forms.gle/QPuMGXTv65mD6ZCW6 

Form for people directly related/ close to the victim: https://forms.gle/ysjFLesK7oauoKrh6

Join my discord to chat with other viewers about this video, its free! https://discord.gg/pVYntBm

*Follow My Social!* @KendallRaeOnyt
Twitter: http://twitter.com/kendallraeonyt
Instagram: http://instagram.com/kendallraeonyt
My Zoo: http://instagram.com/milehigherzoo

C O N T A C T: 
✉ For Business Inquiries - TeamKendall@ViralNation.com ✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",Aug,Kendall Rae
146,The Suspicious Disappearance of Sage Smith...,2020-08-07,1537095,57616,4438.0,"Candles by Victoria USE THIS LINK: https://www.candlesbyvictoria.com/?tracking=kendallrae
15% of your purchase will be donated to Thorn :) 
Rose Candle: https://www.candlesbyvictoria.com/thorn-candle?tracking=kendallrae
Kendall Rae Candle: https://www.candlesbyvictoria.com/kendall-rae-wood-wick-candle?tracking=kendallrae
Subscribe & Hit That Bell So You Don’t Miss A Video! https://bit.ly/2IJL4EX

Thorn merch: https://milehigher.com/
Donate to our Thorn team page: https://teamthorn.funraise.org/fundraiser/kendall-rae

Check Out My Podcast! https://milehigher.carrd.co/
Watch episode on Youtube: https://bit.ly/2J4kzJE

Watch my documentary, apartment 801:  https://www.youtube.com/watch?v=o3TdmyBaGhE

REQUESTS: 
General case suggestion form: https://forms.gle/QPuMGXTv65mD6ZCW6 

Form for people directly related/ close to the victim: https://forms.gle/ysjFLesK7oauoKrh6

Join my discord to chat with other viewers about this video, its free! https://discord.gg/pVYntBm

*Follow My Social!* @KendallRaeOnyt
Twitter: http://twitter.com/kendallraeonyt
Instagram: http://instagram.com/kendallraeonyt
My Zoo: http://instagram.com/milehigherzoo

C O N T A C T: 
✉ For Business Inquiries - TeamKendall@ViralNation.com ✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",Aug,Kendall Rae
147,"Former Beauty Queen Murdered by Her ""Doctor"" Husband... The Michele & Martin MacNeill Case",2020-07-30,2359527,85803,5054.0,"Click https://cen.yt/functionkendallrae3 to get 20% off your custom formula from Function of Beauty. Available in the US, GB, EU, CA, AUS, NZ and more!!! Function of Beauty makes unique personalized hair care that is vegan and cruelty-free.

VANESSA GUILLEN CHARITY MERCH: https://www.milehigher.com/

Watch my video on Vanessa Guillen: https://youtu.be/cH-1Inj5ayg

SIGN:
Hold The Army Accountable: https://www.change.org/p/hold-the-us-army-military-in-ft-hood-accountable-justice-for-vanessa-guillen
Shut Down Fort Hood: https://www.change.org/p/president-donald-trump-or-congress-to-close-down-the-military-base-fort-hood


 Designers!!

T-shirt front: (hat design) by Alma! @art_byalma on Instagram! 

T-shirt back: (portrait) by Yourillustrators on Etsy and Instagram! 

Sticker of Vanessa with flowers in hair by Bree!

Sticker of Vanessa with green red and yellow roses by Melody!! 

Thank you to everyone 🙏🏼


Other videos mentioned: 
Fraud Docs: 
Murder For Hire Deal At Olive Garden? The Valerie McDaniel & Leon Jacob Case: https://youtu.be/kqTsGDMkghU

Online Dating Nightmare: The Dirty John Story: https://www.youtube.com/watch?v=rSII8QArES4&t=1726s

Subscribe & Hit That Bell So You Don’t Miss A Video! https://bit.ly/2IJL4EX
Check Out My Podcast! https://bit.ly/2J4kzJE

Watch my documentary, apartment 801:  https://www.youtube.com/watch?v=PZZSPBhlLDk&feature=youtu.be

REQUESTS: 
General case suggestion form: https://forms.gle/QPuMGXTv65mD6ZCW6 

Form for people directly related/ close to the victim: https://forms.gle/ysjFLesK7oauoKrh6

Join my discord to chat with other viewers about this video, its free! https://discord.gg/pVYntBm

*Follow My Social!* @KendallRaeOnyt
Twitter: http://twitter.com/kendallraeonyt
Instagram: http://instagram.com/kendallraeonyt
My Zoo: http://instagram.com/milehigherzoo

C O N T A C T: 
✉ For Business Inquiries - TeamKendall@ViralNation.com ✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",Jul,Kendall Rae
148,"Does ""Hiccup Girl"" Jennifer Mee Deserve A Life Sentence!??",2020-07-23,1888855,58515,11198.0,"Go to https://expressvpn.com/kendallrae and find out how you can get 3 months free. Lmk what you think about this case and her sentence below!  
Subscribe & Hit That Bell So You Don’t Miss A Video! https://bit.ly/2IJL4EX
Check Out My Podcast! https://bit.ly/2J4kzJE
Check Out My Merch: http://milehigher.com

*Follow My Social!*
Twitter: http://twitter.com/kendallraeonyt
Instagram: http://instagram.com/kendallraeonyt
My Zoo: http://instagram.com/milehigherzoo

C O N T A C T: 
✉ For Business Inquiries ONLY, please contact my manager Mat at TeamKendall@ViralNation.com  
✉FanMail: SunRaeLove@KendallRaeOnYT.com
✉Video Requests: Requests@KendallRaeOnYT.com ✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",Jul,Kendall Rae
149,Murdered On The Fort Hood Military Base?! Vanessa Guillen's Case #JusticeForVanessaGuillen,2020-07-16,1253183,67652,7193.0,"#JusticeForVanessaGuillen Merch: https://milehigher.com/  100% of the proceeds from this collection will be going to Guillen Family!!! To send funds to the family directly, send to MGuilen on cashapp! PLEASE SIGN THE PETITIONS BELOW!
Petition for a congressional investigation:
https://www.change.org/p/fort-hood-congressional-investigation-for-the-disappearance-death-of-vanessa-guillen?recruiter=1116652959&recruited_by_id=3e9178d0-ae4c-11ea-9642-738b7101b56e

Hold The Army Accountable: https://www.change.org/p/hold-the-us-army-military-in-ft-hood-accountable-justice-for-vanessa-guillen
Shut Down Fort Hood: https://www.change.org/p/president-donald-trump-or-congress-to-close-down-the-military-base-fort-hood


 Designers!!

Tshirt front: (hat design) by Alma! @art_byalma on Instagram! 

Tshirt back: (portrait) by Yourillustrators on Etsy and Instagram! 

Sticker of Vanessa with flowers in hair by Bree!

Sticker of Vanessa with green red and yellow roses by Melody!! 

Thank you to everyone 🙏🏼


Subscribe & Hit That Bell So You Don’t Miss A Video! https://bit.ly/2IJL4EX
Check Out My Podcast! https://bit.ly/2J4kzJE

*Follow My Social!*
Twitter: http://twitter.com/kendallraeonyt
Instagram: http://instagram.com/kendallraeonyt
My Zoo: http://instagram.com/milehigherzoo

C O N T A C T: 
✉ For Business Inquiries - TeamKendall@ViralNation.com ✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",Jul,Kendall Rae
150,MLM Mom With A Secret Life... The Murder of Paige Birgfeld,2020-07-10,3790698,98188,6086.0,"Brought to you by Raycon! • Go to https://buyraycon.com/KendallRae for 15% off your order. 

Check out Higher Love Wellness: https://higherlovewellness.com/ 
Use code KENDALLRAE for 15% off your order (excludes bundles)

Subscribe & hit that bell so you don’t miss a video! https://bit.ly/2IJL4EX

Check out my podcasts: 

The Sesh https://bit.ly/2ZOqx9O 
@the_seshpodcast 
IG: https://bit.ly/3a9t6Xr
TW: https://bit.ly/2XH4C2A

Mile Higher 
@milehigherpod
YouTube: https://bit.ly/2ROzJcw
Twitter: http://twitter.com/milehigherpod
Instagram: http://instagram.com/milehigherpod 

*Follow My Social!* @KendallRaeOnyt
Vlog Channel: https://www.youtube.com/c/Kendaily 
Twitter: http://twitter.com/kendallraeonyt
Instagram: http://instagram.com/kendallraeonyt
Facebook: https://bit.ly/3kar4NK 
My Zoo: http://instagram.com/milehigherzoo

Watch my documentary, Apartment 801: https://bit.ly/2RJ9XXr 

REQUESTS: 
General case suggestion form: https://bit.ly/32kwPly 
Form for people directly related/ close to the victim: https://bit.ly/3KqMZLj 
Join my discord to chat with other viewers about this video, its free! https://discord.com/invite/an4stY9BCN

C O N T A C T: 
✉ For Business Inquiries - kendall@INFAgency.com

✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",Jul,Kendall Rae
151,Vallow Case Update: Remains of Tylee and JJ Found...,2020-07-01,2075469,68793,6799.0,"Take the quiz at https://bit.ly/2XIg90L and get your recommendation. Use code KENDALLRAE to get 50% off your first order of Care/of!""

To jump to the newest updates go to 17:46. The timestamp I put in the video ended up changing a little bit after edits, my apologies!!! 

Subscribe & Hit That Bell So You Don’t Miss A Video! https://bit.ly/2IJL4EX
Check Out My Podcast! https://bit.ly/2J4kzJE
Check Out My Merch: http://milehigher.com

*Follow My Social!*
Twitter: http://twitter.com/kendallraeonyt
Instagram: http://instagram.com/kendallraeonyt
My Zoo: http://instagram.com/milehigherzoo

C O N T A C T: 
✉ For Business Inquiries - TeamKendall@ViralNation.com ✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",Jul,Kendall Rae
152,Murder For Hire Deal At Olive Garden? The Valerie McDaniel & Leon Jacob Case,2020-06-26,2108439,59902,5701.0,"Thanks for watching! Be sure to give this video a thumbs up and subscribe if you aren't already! Thank you :) 
Go to http://www.Casetify.com/kendall today to get 20% off your new favorite phone case! 
Subscribe & Hit That Bell So You Don’t Miss A Video! https://bit.ly/2IJL4EX
Check Out My Podcast! https://bit.ly/2J4kzJE
Check Out My Merch: http://milehigher.com

*Follow My Social!*
Twitter: http://twitter.com/kendallraeonyt
Instagram: http://instagram.com/kendallraeonyt
My Zoo: http://instagram.com/milehigherzoo

C O N T A C T: 
✉ For Business Inquiries - TeamKendall@ViralNation.com ✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",Jun,Kendall Rae
153,She Hid Her Pregnancy From EVERYONE! Brooke Skylar Richardson,2020-06-18,6323247,168108,28417.0,"Get your first audiobook and access to a monthly selection of Audible Originals for free when you try Audible for 30 days visit https://www.audible.com/kendallrae or text ""kendallrae"" to 500 500

Check out Higher Love Wellness: https://higherlovewellness.com/ 
Use code KENDALLRAE for 15% off your order (excludes bundles)

Subscribe & hit that bell so you don’t miss a video! https://bit.ly/2IJL4EX

Check out my podcasts: 

The Sesh https://bit.ly/2ZOqx9O 
@the_seshpodcast 
IG: https://bit.ly/3a9t6Xr
TW: https://bit.ly/2XH4C2A

Mile Higher 
@milehigherpod
YouTube: https://bit.ly/2ROzJcw
Twitter: http://twitter.com/milehigherpod
Instagram: http://instagram.com/milehigherpod 

*Follow My Social!* @KendallRaeOnyt
Vlog Channel: https://www.youtube.com/c/Kendaily 
Twitter: http://twitter.com/kendallraeonyt
Instagram: http://instagram.com/kendallraeonyt
Facebook: https://bit.ly/3kar4NK 
My Zoo: http://instagram.com/milehigherzoo

Watch my documentary, Apartment 801: https://bit.ly/2RJ9XXr 

REQUESTS: 
General case suggestion form: https://bit.ly/32kwPly 
Form for people directly related/ close to the victim: https://bit.ly/3KqMZLj 
Join my discord to chat with other viewers about this video, its free! https://discord.com/invite/an4stY9BCN

C O N T A C T: 
✉ For Business Inquiries - kendall@INFAgency.com

✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",Jun,Kendall Rae
154,What Really Happened To Selena Not Afraid?!,2020-06-15,1118390,58669,4802.0,"All Ad Revenue generated on this video will be donated to Coalition To Stop Violence Against Native Women https://www.csvanw.org/  LAST WEEKS VIDEO: https://www.youtube.com/watch?v=saYq0Jm5dZ0&t=10s

SIGN THIS PLEASE :) 
https://actionnetwork.org/petitions/sign-the-petition-demand-congress-support-indigenous-communities-by-passing-the-not-invisible-act?nowrapper=true&referrer=&source=twitter

Missing and Murdered Indigenous Women USA: https://mmiwusa.org/
National Indigenous Women's Resource Center https://www.niwrc.org/donate

Subscribe & Hit That Bell So You Don’t Miss A Video! https://bit.ly/2IJL4EX
Check Out My Podcast! https://bit.ly/2J4kzJE
Check Out My Merch: http://milehigher.com

Info on Preston: https://billingsgazette.com/news/state-and-regional/crime-and-courts/billings-officers-justified-in-killing-man-who-drove-at-them-jury-finds/article_b3d84517-c15f-526f-ba12-0b035b0e5f03.html

https://billingsgazette.com/news/state-and-regional/crime-and-courts/inquest-shows-police-fired-74-rounds-in-6-seconds-killing-man-on-billings-south-side/article_5b75b46d-6f2f-58ef-825e-29ea0488bc3f.html ✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",Jun,Kendall Rae
155,You NEED to Know About DJ Henry’s Case,2020-06-08,911601,52158,3512.0,"#BlackLivesMatter! REOPEN DJ’S Case! https://www.change.org/p/new-york-governor-re-open-dj-henry-s-case?recruiter=842731680&utm_source=share_petition&utm_medium=twitter&utm_campaign=share_petition&utm_term=G%3ESearch%3ESAP%3EUS%3ENonBrand%3EBMM&recruited_by_id=a94455a0-e0c0-11e7-9b09-7710141f03bb 
After many edits and tweaks, this video IS monetized and all Ad Rev will be donated to Campaign Zero. Clips that were edited out are linked below.  I'm also running a fundraiser on this video for the NAACP, please consider donating! DEMAND JUSTICE FOR DJ: http://justicefordjhenry.website2.me/beheard
Best resource for guidance on where to donate and what petitions to sign:  https://blacklivesmatters.carrd.co
Learn more about Campaign Zero here: https://www.joincampaignzero.org/ 
Learn more abut the DJ Henry Dream Fund and donate here! https://djdreamfund.org/

Full footage of the night DJ was killed that I could not show in its entirety to keep the video monetized: 
https://www.youtube.com/watch?v=FYTpsSWc_TM
https://www.youtube.com/watch?v=kNcKO_bWm6o
https://www.youtube.com/watch?v=EXu0dPxA5hk


ALSO
TEXT for Change:
-FLOYD to 55156 to demand that the officers who murdered George Floyd are charged with murder.
-ENOUGH to 55156 to demand justice for Breonna Taylor. The officers who murdered her still have their jobs.
-JUSTICE to 55156 to demand that the District Attorneys involved in Ahmaud Arbery's case are removed from office.

-If you are international and aren’t able to sign here are some zip codes to use:
90015 - Los Angeles, California
10001 - New York City, New York
75001 - Dallas, Texas ✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",Jun,Kendall Rae
156,Disappeared In An Underwater Cave? What Happened To Ben McDaniel?!,2020-05-27,1543699,50757,5590.0,"Go to http://casetify.com/kendalluv today to get FREE shipping with your purchase of a UV Sanitizer, plus FREE sanitizing wipes with your order!
Hi guys!! Let me know what YOU think about this case below! Be sure to thumbs up on your way out if you were interested in this type of case! 

Subscribe & Hit That Bell So You Don’t Miss A Video! https://bit.ly/2IJL4EX
Check Out My Podcast! https://bit.ly/2J4kzJE
Check Out My Merch: http://milehigher.com

My Adult Coloring Book! http://bit.ly/2OPqUfx
Get 10% off MONQ Oil Diffusers via this link https://monq.com/shop/ref/215/

*Follow My Social!*
Twitter: http://twitter.com/kendallraeonyt
Instagram: http://instagram.com/kendallraeonyt
My Zoo: http://instagram.com/milehigherzoo

🔍👁 MILE HIGHER PODCAST (FREE TO LISTEN & WATCH!!)👽⛰
🗣YouTube: https://www.youtube.com/c/MileHigherP...
🗣Website: http://milehigherpodcast.com/
🗣Soundcloud: https://soundcloud.com/milehigherpodcast
🗣iTunes: https://itunes.apple.com/us/podcast/m...
🗣Spotify:https://open.spotify.com/show/3HMLJYY...
🗣TuneIn: http://tun.in/piSAC
🗣Stitcher: https://www.stitcher.com/podcast/mile...
🗣Google Play: https://play.google.com/music/m/I3jei...
📸INSTAGRAM FOR UPDATES: MileHigherPodcast 
Twitter: @MileHigherPod

C O N T A C T: 
✉ For Business Inquiries ONLY, please contact my manager Mat at TeamKendall@ViralNation.com  
✉FanMail: SunRaeLove@KendallRaeOnYT.com
✉Video Requests: Requests@KendallRaeOnYT.com ✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",May,Kendall Rae
157,Lies Captured On Police Bodycam | The Chacey & Robert Poynter Case,2020-05-22,1365129,48129,4022.0,"Hi guys!! Let me know what YOU think about this case below! Be sure to thumbs up on your way out if you were interested in this type of case! 
Go to https://buyraycon.com/kendallrae for 15% off your order! Brought to you by Raycon.
Subscribe & Hit That Bell So You Don’t Miss A Video! https://bit.ly/2IJL4EX
Check Out My Podcast! https://bit.ly/2J4kzJE
Check Out My Merch: http://milehigher.com

My Adult Coloring Book! http://bit.ly/2OPqUfx
Get 10% off MONQ Oil Diffusers via this link https://monq.com/shop/ref/215/

*Follow My Social!*
Twitter: http://twitter.com/kendallraeonyt
Instagram: http://instagram.com/kendallraeonyt
My Zoo: http://instagram.com/milehigherzoo

🔍👁 MILE HIGHER PODCAST (FREE TO LISTEN & WATCH!!)👽⛰
🗣YouTube: https://www.youtube.com/c/MileHigherPodcast?sub_confirmation=1
🗣Website: http://milehigherpodcast.com/
🗣Soundcloud: https://soundcloud.com/milehigherpodcast
🗣iTunes: https://itunes.apple.com/us/podcast/mile-higher-podcast/id1332383970?mt=2
🗣Spotify:https://open.spotify.com/show/3HMLJYY1FQQrtY20iAQ7M5?si=GK8XI1yDT7eOGYQKGq9jWA
🗣TuneIn: http://tun.in/piSAC
🗣Stitcher: https://www.stitcher.com/podcast/mile-higher-podcast
🗣Google Play: https://play.google.com/music/m/I3jeijput5qk764rs33wo6uwnpu?t=Mile_Higher_Podcast
📸INSTAGRAM FOR UPDATES: MileHigherPodcast 
Twitter: @MileHigherPod

C O N T A C T: 
✉ For Business Inquiries ONLY, please contact my manager Mat at TeamKendall@ViralNation.com  
✉FanMail: SunRaeLove@KendallRaeOnYT.com
✉Video Requests: Requests@KendallRaeOnYT.com ✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",May,Kendall Rae
158,Secrets Of Bohemian Grove: WTF Is Going On There??,2020-05-07,705944,31276,4693.0,"Go to https://expressvpn.com/kendallrae and find out how you can get 3 months free!
Subscribe & Hit That Bell So You Don’t Miss A Video! https://bit.ly/2IJL4EX
Check Out My Podcast! https://bit.ly/2J4kzJE
NEW MERCH: http://milehigher.com

5 Families Podcast
Bush Family: https://youtu.be/g31c3FVdQYc
Rothschild: https://youtu.be/dUJNZYB6xPU
DuPont & Morgan: https://youtu.be/w7ONdGt8cIk
Rockefeller: https://youtu.be/pB4Vy7oxnXY

Bohemian Grove Conspiracy Podcast: https://youtu.be/Dc27f1ilDL0

Music by my brother in law Joel!
Follow him! https://linktr.ee/milehigherjoel
Snowy Days: https://www.youtube.com/watch?v=TQ1kw-ffr94

My Adult Coloring Book! http://bit.ly/2OPqUfx
Get 10% off MONQ Oil Diffusers via this link https://monq.com/shop/ref/215/

*Follow My Social!*
Twitter: http://twitter.com/kendallraeonyt
Instagram: http://instagram.com/kendallraeonyt
My Zoo: http://instagram.com/milehigherzoo

🔍👁 MILE HIGHER PODCAST (FREE TO LISTEN & WATCH!!)👽⛰
🗣YouTube: https://www.youtube.com/c/MileHigherPodcast?sub_confirmation=1
🗣Website: http://milehigherpodcast.com/
🗣Soundcloud: https://soundcloud.com/milehigherpodcast
🗣iTunes: https://itunes.apple.com/us/podcast/mile-higher-podcast/id1332383970?mt=2
🗣Spotify:https://open.spotify.com/show/3HMLJYY1FQQrtY20iAQ7M5?si=GK8XI1yDT7eOGYQKGq9jWA
🗣TuneIn: http://tun.in/piSAC
🗣Stitcher: https://www.stitcher.com/podcast/mile-higher-podcast
🗣Google Play: https://play.google.com/music/m/I3jeijput5qk764rs33wo6uwnpu?t=Mile_Higher_Podcast
📸INSTAGRAM FOR UPDATES: MileHigherPodcast 
Twitter: @MileHigherPod

C O N T A C T: 
✉ For Business Inquiries ONLY, please contact my manager Mat at TeamKendall@ViralNation.com  
✉FanMail: SunRaeLove@KendallRaeOnYT.com
✉Video Requests: Requests@KendallRaeOnYT.com ✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",May,Kendall Rae
159,He Called 911 On Himself and Then Disappeared!  Have You Seen Butch Knight?,2020-04-30,1244578,44517,2168.0,"Hi! Welcome back to my channel! Thumbs up if you found this case interesting and want to see more like it! Check out today's sponsor, Casetify! Visit https://casetify.com/kendall for 20% off their amazing phone cases!  New to my channel? Subscribe! http://goo.gl/dZY9CI
 
My Merch- 420 Collection just dropped! 
https://milehigher.com/

My 2nd Channel (Vlogs) : https://bit.ly/3bQMOHo

Follow Me outside of Youtube:
Twitter: http://twitter.com/kendallraeonyt
Instagram: http://instagram.com/kendallraeonyt

Check out my Podcast!
🔍👁 MILE HIGHER PODCAST (FREE TO LISTEN & WATCH!!)👽⛰
🗣YouTube: https://www.youtube.com/c/MileHigherP...
🗣Website: http://milehigherpodcast.com/
🗣iTunes: https://itunes.apple.com/us/podcast/m...
🗣Spotify:https://open.spotify.com/show/3HMLJYY...
🗣TuneIn: http://tun.in/piSAC
🗣Stitcher: https://www.stitcher.com/podcast/mile...
🗣Google Play: https://play.google.com/music/m/I3jei...
📸INSTAGRAM FOR UPDATES: MileHigherPodcast 
Twitter: @MileHigherPod

C O N T A C T: 
✉ For Business Inquiries ONLY, please contact my manager Mat at TeamKendall@ViralNation.com  
✉FanMail: SunRaeLove@KendallRaeOnYT.com
✉Video Requests: Requests@KendallRaeOnYT.com

✉ Send me mail ✉(temporarily closed) 
Kendall Rae
8700 E JEFFERSON AVE
PO Box 372061
DENVER, CO 80237




This video is about the case of Sarah Porter and her husband Butch Knight. Butch Murder Sarah, called 911, and the disapeared. He is still wanted to this day. If you have any information that could help police to locate Butch, contact the US marshals at 313 234 5656 ✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",Apr,Kendall Rae
160,Stolen From Her Bed?!! Where Is Haleigh Cummings?,2020-04-22,2216998,72086,8463.0,"Shop for Thorn!
Candles by Victoria USE THIS LINK: https://www.candlesbyvictoria.com/?tracking=kendallrae
15% of your purchase will be donated to Thorn :) 
Rose Candle: https://www.candlesbyvictoria.com/thorn-candle?tracking=kendallrae
Kendall Rae Candle: https://www.candlesbyvictoria.com/kendall-rae-wood-wick-candle?tracking=kendallrae
Subscribe & Hit That Bell So You Don’t Miss A Video! https://bit.ly/2IJL4EX
Check Out My Podcast! https://bit.ly/2J4kzJE
New Tie Dye Merch Drop! http://milehigher.com

Haleigh Cummings was last seen at her trailer home in Satsuma, south of Jacksonville, on February 9, 2009 
Anyone with information about Haleigh's disappearance should call Crime Stoppers at 888-277-TIPS 

*Follow My Social!*
Twitter: http://twitter.com/kendallraeonyt
Instagram: http://instagram.com/kendallraeonyt
My Zoo: http://instagram.com/milehigherzoo

🔍👁 MILE HIGHER PODCAST (FREE TO LISTEN & WATCH!!)👽⛰
🗣YouTube: https://www.youtube.com/c/MileHigherPodcast?sub_confirmation=1
🗣Website: http://milehigherpodcast.com/
🗣Soundcloud: https://soundcloud.com/milehigherpodcast
🗣iTunes: https://itunes.apple.com/us/podcast/mile-higher-podcast/id1332383970?mt=2
🗣Spotify:https://open.spotify.com/show/3HMLJYY1FQQrtY20iAQ7M5?si=GK8XI1yDT7eOGYQKGq9jWA
🗣TuneIn: http://tun.in/piSAC
🗣Stitcher: https://www.stitcher.com/podcast/mile-higher-podcast
🗣Google Play: https://play.google.com/music/m/I3jeijput5qk764rs33wo6uwnpu?t=Mile_Higher_Podcast
📸INSTAGRAM FOR UPDATES: MileHigherPodcast 
Twitter: @MileHigherPod

C O N T A C T: 
✉ For Business Inquiries ONLY, please contact my manager Mat at TeamKendall@ViralNation.com  
✉FanMail: SunRaeLove@KendallRaeOnYT.com
✉Video Requests: Requests@KendallRaeOnYT.com ✉ Send me mail ✉
Kendall Rae
8547 E Arapahoe Rd Ste J # 233
Greenwood Village, CO 80112",Apr,Kendall Rae
