,Title,PublishedDate,Views,Likes,Comments,Description,Month,Channel
10,When A Killer Doesn't Realize He's Being Filmed,2023-02-23,89108,2469,166.0,"When a killer doesn't realize he's being filmed...

Watch the full documentary here: https://youtu.be/VIJScR3B2ws

#shorts",Feb,Explore with Us
11,When Evil Parents Realize They've Been Caught,2023-02-20,3398911,95751,3702.0,"When EVIL parents realize they've been CAUGHT...

Watch the full documentary here: https://youtu.be/TSFcsvEQDCQ

#shorts",Feb,Explore with Us
12,When the Killer Thinks He's Smarter Than the Detective,2023-02-19,2732164,74718,14765.0,"In today's true crime documentary, we're covering the never-before-seen interrogation footage of Seth and Tatiana Welch.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.",Feb,Explore with Us
13,When A Killer Thinks He's A Genius (but he's an idiot),2023-02-19,1788727,39066,1734.0,"When a killer thinks he's a GENIUS (but he's an idiot)...

Watch the full documentary here: https://youtu.be/ufDLMeNT8Yw

#shorts",Feb,Explore with Us
14,When Teens Realize They're Going to Prison For Murder,2023-02-18,3208437,110562,4045.0,"When teens realize they're going to prison for MURDER...

Watch the full documentary: https://youtu.be/xrCmFutB1Uc

#shorts",Feb,Explore with Us
15,Killer Stepmom MELTS DOWN After Killing Little Girl,2023-02-18,387789,12040,735.0,"Killer stepmom MELTS DOWN after killing LITTLE GIRL...

Watch the full documentary: https://youtu.be/aFUcRn00sPc

#shorts",Feb,Explore with Us
16,The Most SHOCKING Moment Ever Recorded in the Interrogation Room,2023-02-18,1397157,30516,2313.0,"The most SHOCKING moment ever recorded in the interrogation room...

Watch the full documentary: https://youtu.be/F1oeZe6SET4

#shorts",Feb,Explore with Us
17,The Pig Farm Killer's Shocking Interrogation Tapes,2023-02-18,81237,2597,102.0,"The pig farm killer's SHOCKING interrogation tapes...

Watch the full documentary here: https://youtu.be/F1oeZe6SET4

#shorts",Feb,Explore with Us
18,Insane Killer Goes NUTS In Police Department,2023-02-18,982085,30842,1777.0,"Insane killer goes NUTS in police department...

Watch the full documentary: https://youtu.be/rFIBLuxMw-8

#shorts",Feb,Explore with Us
19,Craziest Moments Ever Recorded in an Interrogation Room,2023-02-17,1909412,61457,2413.0,"CRAZIEST moments EVER recorded in an interrogation room... #shorts 

Watch the full documentary here: https://youtu.be/B2WVEla34Tk",Feb,Explore with Us
20,The Craziest Interrogation You'll Ever See,2023-02-17,1119195,29221,2237.0,"The CRAZIEST interrogation you'll EVER see... #shorts 

Watch the full documentary here: https://youtu.be/B2WVEla34Tk",Feb,Explore with Us
21,When Evil Teens Realize They've Been Caught,2023-02-13,4942086,77539,9695.0,"In today's true crime documentary, we're covering the case of Dakota Wall.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.",Feb,Explore with Us
22,Moments Before A Killer Snaps,2023-02-07,3365145,55419,6924.0,"In today's true crime documentary, we're covering the case of Stephen McDaniel.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.",Feb,Explore with Us
23,When An Evil Babysitter Realizes She's Been Caught,2023-02-01,4750321,86479,16175.0,"In today's true crime documentary, we're covering the case of Lindsay Partin.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.",Feb,Explore with Us
24,Teen Killer Shocks Detectives By The Way He Speaks,2023-01-30,6746959,101579,29848.0,"In today's true crime documentary, we're covering the case of Zachary Davis.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.",Jan,Explore with Us
25,When A Psychopath Realizes He's Been Caught,2023-01-22,6046862,88853,9759.0,"In today's true crime documentary, we're covering the case of Thayne Ormsby.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.",Jan,Explore with Us
26,When A Killer Thinks He's A Genius (but he's an idiot),2023-01-16,6406822,98996,17985.0,"In today's true crime documentary, we're covering the case of Isaiah Sweet.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.",Jan,Explore with Us
27,Sharing Your Murder on Facebook,2023-01-01,3846454,64779,6839.0,"In today's true crime documentary, we're covering the case of Hunter Tash-Smith.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.",Jan,Explore with Us
28,16 Pounds At 5 Years Old: The Sickening Case of Cali Anderson,2022-12-25,5919322,95906,17666.0,"In today's true crime documentary, we're covering the case of Cali Anderson.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.",Dec,Explore with Us
29,Matthew's Bizarre House of Horrors,2022-12-12,7498145,106902,10240.0,"In today's true crime documentary, we're covering the case of Matthew Hoffman.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.",Dec,Explore with Us
30,Moments Before A Killer Does The Unthinkable,2022-12-06,5600010,83359,11090.0,"In today's true crime documentary, we're covering the case of Andrew Magill.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.",Dec,Explore with Us
31,When Teen Killers Realize They've Been Caught,2022-11-21,18367134,283326,44468.0,"In today's true crime documentary, we're covering the case of Seath Jackson.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.",Nov,Explore with Us
32,The Mass Killer Who Murdered 8 For A My Little Pony Character,2022-11-14,5037289,94711,19272.0,"In today's true crime documentary, we're covering the case of Brandon Hole.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.",Nov,Explore with Us
33,A Husband's House of Horrors,2022-10-22,6714129,97341,8711.0,"This never-before-seen footage reveals the TWISTED case of Michael Parks...

In today's true crime documentary, we're covering the case of Michael Parks and analyzing his interrogation footage from an educational perspective. The footage is analyzed by a qualified team, including a licensed attorney and multiple psychology professionals.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.",Oct,Explore with Us
34,The Father Who Went On A 30 Year Killing Spree,2022-10-16,4868381,74714,10051.0,"""Karl, my butt's smoking, man!""

In today's true crime documentary, we're covering the case of Karl Karlsen.

VIDEO QUALIFICATIONS: The following interrogation has been analyzed by a qualified team, including a licensed attorney and former prosecutor, a licensed clinical psychologist, and a licensed professional counselor.

Watch ""The Craziest Interrogation You'll Ever See"": https://youtu.be/B2WVEla34Tk",Oct,Explore with Us
35,Interrogation of an EVIL Brother: Killed His Little Brother For the Unthinkable,2022-10-10,4962135,83017,7638.0,"""I just don't want you to be disturbed by the things in my room.""

In today's true crime documentary, we're covering the case of the Halloween Candy Killer.

VIDEO QUALIFICATIONS: The following interrogation has been analyzed by a qualified team, including a licensed attorney and former prosecutor, a licensed clinical psychologist, and a licensed professional counselor.",Oct,Explore with Us
36,When A Crazy Girlfriend Finally Snaps,2022-09-25,3347678,60073,7459.0,"In today's true crime documentary, we're covering the case of Ana Trujillo.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.",Sep,Explore with Us
37,The Most Twisted Interrogation You'll Ever See,2022-09-18,6729155,113705,14790.0,"In today's true crime documentary, we're covering the case of Michael Hernandez.

VIDEO QUALIFICATIONS: The following interrogation has been analyzed by a qualified team, including a licensed attorney and former prosecutor, a licensed clinical psychologist, and a licensed professional counselor.

NOTE: This is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on red flags and prevention. Our goal is to educate the public, inform our audience, and raise awareness.

Watch ""What A 15 Year Old Mass Killer Looks Like"": https://youtu.be/MtNASztI83c",Sep,Explore with Us
38,Detective Realizes Killer Is Hiding The Unthinkable,2022-09-04,6863489,124485,28314.0,"""You even said that to me! I don't know what to say.""

In today's true crime documentary, we're covering the craziest interrogation you'll ever see.

VIDEO QUALIFICATIONS: The following interrogation has been analyzed by a qualified team, including a licensed attorney and former Criminal Prosecutor, a licensed clinical psychologist, a former licensed professional counselor, and a clinical counselor.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.

Watch ""The Craziest Interrogation You'll Ever See"": https://youtu.be/B2WVEla34Tk",Sep,Explore with Us
39,Shocking Moment Killer Realizes He's Been Caught Years Later,2022-08-31,6672192,92640,14220.0,"""Nothing about this is hilarious, Daniel.""

In today's true crime documentary, we're covering the case of Chelsea Bruck.

VIDEO QUALIFICATIONS: The following interrogation has been analyzed by a qualified team, including a licensed attorney and former Criminal Prosecutor, a licensed clinical psychologist, and a former licensed professional counselor.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.

Watch ""What A 15 Year Old Mass Killer Looks Like"": https://youtu.be/MtNASztI83c",Aug,Explore with Us
40,The Horrifying Crimes of Brian Golsby,2022-08-23,3722957,55834,8732.0,"""I told her, everything's gonna be alright. And she believed me, man.""

In today's true crime documentary, we're covering the case of the CCTV killer.

VIDEO QUALIFICATIONS: The following interrogation has been analyzed by a qualified team, including a licensed attorney and former Criminal Prosecutor, a licensed clinical psychologist, and a former licensed professional counselor.

Watch ""What A 15 Year Old Mass Killer Looks Like"": https://youtu.be/MtNASztI83c",Aug,Explore with Us
41,Mitchelle Blair's House of Horrors,2022-07-23,4483074,81870,12619.0,"In today's true crime documentary, we're covering the case of Mitchelle Blair.

VIDEO QUALIFICATIONS: The following interrogation has been analyzed by a qualified team, including a licensed attorney and former Criminal Prosecutor and a licensed clinical psychologist.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.

Watch ""What A 15 Year Old Mass Killer Looks Like"": https://youtu.be/MtNASztI83c",Jul,Explore with Us
42,What A 15 Year Old Mass Killer Looks Like,2022-07-01,26241218,416290,44845.0,"""So I don't show emotion? That condemns me?""

In today's true crime documentary, we're covering the case of Nicholas Browning.

VIDEO QUALIFICATIONS: The following interrogation has been analyzed by a qualified team, including a licensed attorney and former Criminal Prosecutor and a licensed clinical psychologist.

Watch ""The Disturbing Case of the Scream Killers"": https://youtu.be/u432T_cDgQs",Jul,Explore with Us
43,When A Killer Doesn't Realize He's Being Recorded,2022-05-25,12461301,178630,25465.0,"""I had to make it seem like we were better friends than we actually were.""

In today's true crime documentary, we're covering the case of Sarah Stern.

VIDEO QUALIFICATIONS: The following interrogation has been analyzed by a qualified team, including a licensed attorney and former Criminal Prosecutor and a licensed clinical psychologist.

Watch ""The Disturbing Case of the Scream Killers"": https://youtu.be/u432T_cDgQs",May,Explore with Us
44,What A Psychopath Looks Like | Educational Documentary,2022-04-26,10922990,158283,23043.0,"""It was NOT temporary insanity.""

In today's true crime documentary, we're covering the case of Keith Randulich.

VIDEO QUALIFICATIONS: The following interrogation has been analyzed by a qualified team, including a licensed attorney and former Criminal Prosecutor and a licensed clinical psychologist.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.",Apr,Explore with Us
45,The Craziest Interrogation You'll Ever See,2022-04-11,20209606,308286,64078.0,"""I can still twist your little mind!""

In today's true crime documentary, we're covering the case of Ellen Friar.

VIDEO QUALIFICATIONS: The following interrogations have been analyzed by a qualified team, including two licensed attorneys - one being a former Criminal Prosecutor - and a psychologist trainee.",Apr,Explore with Us
46,The Mother Who Launched Her Newborn Baby Into A Dumpster,2022-04-07,2303770,74494,16302.0,"""It came out and I thought it was poop, and then it wasn't...""

In today's true crime documentary, we're covering the case of Alexis Avila.

VIDEO QUALIFICATIONS: The following interrogation has been analyzed by a qualified team, including a licensed attorney and former criminal prosecutor, a licensed clinical psychologist, a psychologist trainee, and an individual with a master of science in clinical psychology.

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.

Watch ""The Disturbing Case of the House of Horrors Killer"": https://youtu.be/ymcNhAgO7Pw",Apr,Explore with Us
47,The Most Shocking Interrogation You've Ever Seen: Markeith Loyd | Documentary,2022-03-10,17381377,186649,33919.0,"In today's true crime documentary, we're covering the case of Markeith Loyd.

VIDEO QUALIFICATIONS: The following footage has been analyzed by a qualified team consisting of two licensed attorneys - one being a former criminal prosecutor - and an individual with a Master of Science in Clinical Psychology.

Watch ""The Disturbing Case of the Amazon Review Killer"": https://youtu.be/4GL8gk3b2L8",Mar,Explore with Us
48,A 16 Year Old Killer's Video Diary | Documentary,2022-01-24,12122107,219318,16093.0,"""Those people are mere amateurs compared to what we're gonna be.""

In today's true crime documentary, we're covering the lost tapes of the Scream Killers.

PSYCHOLOGICAL ANALYSIS TEAM QUALIFICATIONS:
Clinical Psychology M.A. Candidate
PhD in Social Psychology/Industrial-Organizational Psychology

Note for YouTube's review team, here is the context of the video: this is an educational documentary and authoritative news piece based on actual police documents and case files. Our team of psychology professionals analyze the interrogation footage from an educational perspective with a focus on psychology, red flags, and prevention. Our goal is to educate the public, inform our audience, and raise awareness.

Watch ""The Disturbing Case of the Scream Killers"": https://youtu.be/u432T_cDgQs",Jan,Explore with Us
49,When A Teen Killer Realizes She's Been Caught,2021-12-29,10276090,200187,30376.0,"""That’s a very unique hole, I should say.""

In today's true crime documentary, we're covering the case of Alyssa Bustamante.

VIDEO QUALIFICATIONS:
Interrogation analysis, licensed attorney
Psychological analysis, clinical psychology M.A. candidate

Watch ""The Disturbing Case of the House of Horrors Killer"": https://youtu.be/ymcNhAgO7Pw",Dec,Explore with Us
50,The Disturbing Case of the House of Horrors Killer | Documentary,2021-11-14,24011572,322214,43419.0,"""I put her in the closet...""

In today's true crime documentary, we're covering the case of Shawn Grate.

VIDEO QUALIFICATIONS:
Interrogation analysis, licensed attorney
Psychological analysis, BA in psychology

Watch ""The Disturbing Case of the Scream Killers"": https://youtu.be/u432T_cDgQs",Nov,Explore with Us
51,Detective Realizes The 12 Year Old Suspect Is Insane,2021-09-26,8950774,195395,28917.0,"""Please don't cut off my head...""

In today's true crime documentary, we're covering the case of a schizophrenic 12-year-old and the shared delusions that caused her and her best friend to do the unthinkable.

VIDEO QUALIFICATIONS:
Interrogation analysis, licensed attorney
Psychological analysis, BA in psychology

Watch ""The Disturbing Case of the Scream Killers"": https://youtu.be/u432T_cDgQs",Sep,Explore with Us
52,The Disturbing Case of the Scream Killers,2021-09-06,19364814,302204,42570.0,"""Everybody at school's gonna know?""

In today's true crime documentary, we're covering the case of the teen slashers.

VIDEO QUALIFICATIONS:
Interrogation analysis, licensed attorney
Psychological analysis, BA in psychology

Watch ""The Amazon Review Killer"": https://youtu.be/4GL8gk3b2L8",Sep,Explore with Us
53,The Disturbing Case of the Amazon Review Killer,2021-07-20,19078807,343974,28507.0,"""I’ve never done anything to anybody who didn’t have it coming.""

In today's true crime documentary, we're covering the case of Todd Kohlhepp.",Jul,Explore with Us
54,Last Photos With Disturbing Backstories,2021-07-07,2990672,61312,2591.0,"In today's true crime documentary, we're covering 3 haunting last photos with disturbing backstories.",Jul,Explore with Us
55,These Boys Went Through Hell: The Dozier School of Horrors,2021-07-04,5688708,152215,10123.0,"In today's true crime documentary, we're covering the true horror story behind the Dozier School For Boys.

Special thanks to Standard Stealth: https://www.youtube.com/channel/UCjJYMBDYWbQTNBvClQ8x2fQ",Jul,Explore with Us
56,Brothers Turned Mass Killers: The Horrifying Solved Case of the Carr Brothers,2021-06-25,1053928,28548,2791.0,"In today's true crime documentary, we're covering the case of the Wichita Massacre and how a woman's life was saved by something completely unexpected: her hair clip.",Jun,Explore with Us
57,YouTuber Turned Mass Murderer: The Insane Case of Randy Stair,2021-06-19,11584462,258595,40941.0,"In today's true crime documentary, we're covering the strange case of Randy Stair.",Jun,Explore with Us
58,When The Detective Realizes The Suspect Is Dying,2021-06-15,2085584,72568,12382.0,"In today's true crime documentary, we're covering the bizarre interrogation tapes of Ryan Waller.",Jun,Explore with Us
59,Normal Looking Photos With Disturbing Backstories,2021-06-06,2870250,60727,3110.0,"In today's true crime documentary, we're covering 3 seemingly normal photos with the most CHILLING backstories we could find...",Jun,Explore with Us
60,The Dead Body in the Bed: The Heartbreaking Case of Paulette Gebara Farah,2021-06-02,424640,12646,,"Paulette Gebara Farah VANISHED for 9 days, and then they found in her a place NO ONE could have expected: HER VERY OWN BED, where people had been SLEEPING...

She Vanished For 9 Days & Then They Looked In Her Bed: 3 Solved Missing Persons Cases
https://youtu.be/YpHfmCqYTYM",Jun,Explore with Us
61,Solved Cases With The Most INSANE Twists You've Ever Heard,2021-05-25,1986536,40595,1331.0,These stories have the most INSANE twists you've EVER heard...,May,Explore with Us
62,The Teens Who Tortured Their Friend To Death,2021-05-21,5888585,108240,10983.0,"In today's true crime documentary, we're covering the gruesome case of the World of Warcraft murder. In March of 2010, Kimberly Proctor was lured to the home of her two high school friends. Little did she know that the two had been planning her demise and were finally going to act on their disturbing plan. This true murder story was eventually solved thanks to World of Warcraft chat logs, which revealed a confession that lead to cracking the case. Join us for a story time covering the case of the World of Warcraft murder.",May,Explore with Us
63,Cases With The Most INSANE Twists You've Ever Heard,2021-05-17,1378105,27080,1568.0,"These stories have the most INSANE twists you've EVER heard...

[Video] [Imagery] supplied by Getty Images.",May,Explore with Us
64,A Man's Bizarre Explanation For Killing His Best Friend,2021-05-16,690436,19599,2066.0,"In today's documentary, we're covering the true scary story of David Coughlin. This is one of the most BIZARRE true stories we've ever covered, and to this very day, it's still shrouded in mystery. This is the story of a man who killed his BEST FRIEND after the pair became lost in the desert. In 1999, two college students went on a trek into the desert to camp for the night. Only taking limited water and food, they quickly became dehydrated and disoriented. It wasn't long before they got lost, and this is where the story takes a very strange and mysterious turn that no one can explain to this very day. Join us for a story time covering the bizarre true story of David Coughlin.",May,Explore with Us
65,This Horrifying Photo Holds Clues to a Missing Persons Case,2021-05-14,969938,26164,1664.0,"In today's unsolved mystery documentary, we're covering the bizarre disappearance and scary true story of Tara Calico. On September 20th, 1988, Tara Calico went on her usual daily bike ride. To this day, she has never been seen again. In the months and years after her disappearance, a variety of strange clues would come to surface in the form of creepy polaroid photos found in various locations around the United States. While one was determined to have been a joke, the other two are possibly Tara Calico, and the photos are utterly chilling. Join us for a true crime story time covering the disturbing disappearance of Tara Calico, who is still missing to this day.",May,Explore with Us
66,Snapchat Footage Taken By Murdered Girls Reveals CHILLING Clues,2021-05-11,823440,24572,3157.0,"In today's true crime documentary, we're covering the case of the Delphi murders and the latest updates with new possible leads REVEALED. In February of 2017, Abigail Williams and Liberty German went on a walk on the Monon High Bridge Trail in Delphi, Indiana. They never returned home. Soon after being declared missing, the bodies of the two girls were discovered near the bridge. A further investigation discovered one of the girls' final Snapchat videos, showing an unidentified man now known as ""Bridge Guy"" following the girls on the path and saying ""guys, down the hill"". To this day, this mystery still hasn't been solved - however, a new possible suspect has now been revealed in this case. Join us for a true crime story time covering the case of the Delphi Snapchat murders.",May,Explore with Us
67,He Hunted His Victims Down To Turn Them Into Smoothies: The Dark Case of Richard Chase,2021-05-08,678181,23595,2106.0,"In today's true crime EWU story time, we're covering the most HORRIFIC story you've EVER heard: the case of Richard Chase, the serial killer who made HUMAN SMOOTHIES. This true story is INSANE and little-known. In the 1970s, Richard Chase began his killing spree in Sacramento, California. What he did to his victims made his crimes all the more disturbing. When Richard was eventually caught and the details of his murders began to be revealed, the city of Sacramento was left shocked. No one could possibly believe someone could commit such heinous crimes. Join us for a true crime story time covering the case of Richard Chase.",May,Explore with Us
68,The Case of the Tinder Killer,2021-05-04,701520,18902,1475.0,"In today's true crime documentary, we're covering the disturbing solved case of Jesse Shane Kempson: also known as the Tinder killer. In December of 2018, Jesse found himself scrolling through Tinder in search of a date, as he frequently did. While doing so, Jesse came across the profile of a young woman named Grace Millane. The two ended up matching and proceeded to have a conversation that quickly turned into the pair making plans to meet up for a date. Little did Grace know that Jesse had other dark intentions that night. Soon after their night together, Grace disappeared, seeming to vanish without a trace. Detectives launched an investigation, and thanks to chilling CCTV footage, they were able to quickly close this disturbing case as solved. Join us for a true crime storytime covering the case of Jesse Shane Kempson.",May,Explore with Us
