,Title,PublishedDate,Views,Likes,Comments,Description,Month,Channel
58,faking a hate crime for attention: the fictional case of Jussie Smollett |dreading,2022-06-22,821918,27181,6274.0,"The first 1,000 people to use the link will get a 1 month free trial of Skillshare:  
https://skl.sh/dreadingcrimeandpsychology06221 


consider supporting us via patreon : https://patreon.com/dreading

research used in this video 
Jussie Smollet Talks New Album, Life After 'Empire', Stereotypes + More
https://youtu.be/mDNzETCdp9s
(Calls himself the gay Tupac May 16. 2018 prior to the attacks)

Jussie Smollett on fame, ‘Empire,’ & sexuality
https://www.youtube.com/watch?v=9-M44ldNzoo&ab_channel=LarryKing

Jussie Smollett Talks About Growing Up in a Biracial Home and Pranking His ‘Empire’ Costars
https://abcnews.go.com/Entertainment/jussie-smollett-talks-growing-biracial-home-pranking-empire/story?id=38250513

‘Empire’ Actor Jussie Smollett Gets Why His Sexuality Is Something to Talk About
https://variety.com/2015/tv/news/empire-jussie-smollett-sexuality-ellen-interview-1201451985/

Empire’s Jussie Smollett: I Want To Help Fix America
https://www.thefader.com/2015/04/28/jussie-smollett-interview

Jussie Smollett finds his voice and builds his own empire
https://apnews.com/article/3c682b571ec5497b9067e43b0976a20

TV guide biography 
https://web.archive.org/web/20150316000314/http://www.tvguide.com:80/celebrities/jussie-smollett-208025/bio

Who Is Jussie Smollett? 'Empire' Actor Faces Police Questions About Possible Staged Attack
https://www.ibtimes.com/who-jussie-smollett-empire-actor-faces-police-questions-about-possible-staged-attack-2764772

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Jun,dreading (crime and psychology)
59,The Case of Kevin Spacey: An Open Secret | dreading,2022-06-15,1184666,39298,5974.0,"consider supporting us via patreon : https://patreon.com/dreading

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Jun,dreading (crime and psychology)
60,The Tragic Case of Phil Hartman | dreading,2022-06-12,548895,21816,1963.0,"consider supporting us via patreon : https://patreon.com/dreading

Timestamps 
0:00-4:57 introduction 
4:57-19:23 the early life of Phil Hartman 
19:23-34:43 May 28th, 1998
34:43-39:57 the aftermath

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Jun,dreading (crime and psychology)
61,The Case of Dan Brophy| dreading,2022-06-08,1040038,28383,4674.0,"consider supporting us via patreon : https://patreon.com/dreading

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Jun,dreading (crime and psychology)
62,3 Unsolved Celebrity Kidnappings | dreading,2022-05-29,259061,13150,1649.0,"consider supporting us via patreon : https://patreon.com/dreading

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",May,dreading (crime and psychology)
63,The Case of Jared Fogle: From Five Dollar Foot Long to Felon | dreading,2022-05-25,2704206,67565,10276.0,"consider supporting us via patreon : https://patreon.com/dreading

videos including the audio recording between jared and rochelle
https://www.youtube.com/watch?v=t7fywYUZqbk
https://www.youtube.com/watch?v=uul8BSC7JH8
https://www.youtube.com/watch?v=xgNELEej26Q

timestamps 
0:00-2:58 introduction 
2:58-12:29 the early life and creation of ""subway jared""
12:29-18:03  the jared foundation scam 
18:03-25:19 Russell Taylor
25:19-31:58  Rochelle 
31:58- 37:16 The Jane Doe Complaint
37:16-41:54  The Investigation 
41:54-47:49  who else knew? 
47:47-53:02 jared's life in jail

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",May,dreading (crime and psychology)
64,The Case of Sid and Nancy: Pop Culture's Most Romanticized Murder | dreading,2022-05-18,1500154,55242,3210.0,"Get Surfshark VPN at https://Surfshark.deals/dreading and enter promo code DREADING for 83% off and 3 extra months for free!


Thank you for watching.

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",May,dreading (crime and psychology)
65,The Case Of LaVena Johnson | dreading,2022-05-15,251021,14563,1811.0,"Thank you for watching. #justiceforlavena
Sign the petition to get the case reopened : https://tinyurl.com/4942ycpe 

timestamps 
0:00-3:02 intro 
3:02-8:04 the early life of LaVena Johnson 
8:04-14:12 LaVena's Deployment 
14:12-16:13 what the army states happened 
16:13-23:25 the aftermath 
23:25-29:34 the original FOIA file 
29:34-33:05 the CD ROM 
33:05-35:41 where we are now 


the description is still under construction",May,dreading (crime and psychology)
66,The Case of Martin Bryant | dreading,2022-05-11,571126,20470,2819.0,"Start speaking a new language in 3 weeks with Babbel . Get up to 65% OFF your subscription  HERE: https://go.babbel.com/12m65-youtube-dreadingcrimeandpsychology-may-2022/default

Thank you for watching.

метки времени
0:00-1:07 intro 
1:07-3:42 sponsor 
3:42-30:52 the early life of Martin Bryant 
30:52-43:46 Port Arthur
43:46-46:22 the aftermath 
46:22-49:32 conclusion

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",May,dreading (crime and psychology)
67,"staging your own suicide: the case of ""GI Joe"" Gliniewicz |dreading",2022-05-04,459108,15836,2639.0,"Thank you for watching.

time stamps 

0:00-2:25 intro 
2:25-6:52 the life of GI Joe Gliniewics 
6:52-9:50 9/1/2015
9:50-12:18 the aftermath
12:18-14:27 the investigation
14:27-28:15 the real joe
28:15-40:28 what actually happened 






if you are reading this, leave this "" 🦷 "" in the comments

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",May,dreading (crime and psychology)
68,The Interrogation and Trial of Anthony Todt |dreading,2022-05-01,742232,16573,3972.0,"Use DREADING55 to get 55% off your first month at Scentbird https://sbird.co/3DCRMX3 

This month I received...
Dolce&Gabbana Pour Homme by Dolce&Gabbana https://sbird.co/3uOrbCm 
Stem by (MALIN+GOETZ) https://sbird.co/3r3KE0W 
Ten Fifteen by Room 1015 https://sbird.co/3LAk07w 


Thank you for watching.

The Disney World Family Annihilation | dreading
https://youtu.be/z4SCAlIOxrM

time stamps (as provided by user @premium again) 
00:00 intro
01:08 scent bird ad
04:22 summary
17:35 the interrogation
01:25:55 Todt takes the stand

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",May,dreading (crime and psychology)
69,The Case of Roman Polanski |dreading,2022-04-20,651871,22974,4874.0,"Thank you for watching.

patreon.com/dreading

this description is under construction

time stamps 
0:00-3:10 intro//separating the art from the artist 
3:10-8:37 roman's early life 
8:37-14:13 the life and death of sharon tate 
14:13-25:50 the vogue shoot 
25:50-28:52 the initial aftermath 
28:52-34:33 the plea deal 
34:33-48:22 the interview 
48:22-49:53 his continued career 
49:53-55:31 it was never just samantha

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Apr,dreading (crime and psychology)
70,The Case Of Christina Grimmie | Dreading,2022-04-17,1016970,34435,,"This video was initially created in conjunction with a brand, however, they did pull out. We will still be donating a portion of the proceeds made off of this video to the Christina Grimmie Foundation 

donate here: https://christinagrimmiefoundation.org/

Thank you for watching.

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Apr,dreading (crime and psychology)
71,The Case of Larry Nassar |dreading,2022-04-13,1521775,28137,7196.0,"https://patreon.com/dreading

time stamps 
0:00-3:36 intro 
3:36-19:07 the early life of larry nassar  
19:07-19:47 disclaimer 
19:47-26:45 1990 the beginning 
26:45-29:59 john geddert 
29:59-38:14 1996 the olympics + MSU 
38:14-41:51 1998 Kyle Stephens
41:51-46:32 2004 the first report 
46:32-49:00 2011 the fierce give 
49:00-51:43 2014 the second and third investigation 
51:43-2:34:59 2014 the interrogation 
2:34:59-2:38:26 the aftermath (detective o'brien should be fired and so should everyone at msu)
2:38:26-2:47:07 2015 USA Gymnastics internal review (steve penny is corrupt and should be in jail)
2:47:07-2:49:35 2015 marvin sharp 
2:49:35-2:55:16 2015 fbi investigation (special agent abbott should be in jail) 
2:55:16-2:58:15 2016 the final investigation (rachel denhollander is a hero) 
2:58:15-3:49:08 the second interrogation (watch larry be entirely emasculated) 
3:49:08-3:57:04 trial and aftermath 


description is under construction

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Apr,dreading (crime and psychology)
72,The Case of Vanessa Guillen |dreading,2022-04-06,789967,27681,3874.0,"Thank you for watching.

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Apr,dreading (crime and psychology)
73,The Case of Mark Salling |dreading,2022-04-03,2503318,62671,,"https://patreon.com/dreading

Thank you for watching.

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Apr,dreading (crime and psychology)
74,The Case of Bianca Devins | dreading,2022-03-30,2048229,68738,,"Please go sign the Bianca's Law Petition https://tinyurl.com/5y9w6px2

support this channel via patreon: https://patreon.com/dreading

Thank you for watching.

timestamps 
0:00-2:21 intro 
2:21-15:27 bianca devins
15:27-17:53 jason clark 
17:53-22:15 brandon clark 
22:15-29:13 July 14, 2019
29:13-33:36 the aftermath

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Mar,dreading (crime and psychology)
75,Thurston High Shooting: The Case of Kip Kinkel | dreading,2022-03-23,1048103,27780,6601.0,"patreon.com/dreading

Thank you for watching.

time stamps 
0:00-1:56 intro 
1:56-10:17 the early life of kip 
10:17-13:59  kip vs the world 
13:59-22:17  the voices
22:17-26:32  prozac
26:32- 31:33 kip's journal
31:33-33:32 may 1998 
33:32-39:53  may 20th, 1998 
39:53-40:59  the victims
40:59-1:43:39  the aftermath
1:43:39-1:46:15  2021

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Mar,dreading (crime and psychology)
76,"The Real Life ""Gone Girl"": Sherri Papini | dreading",2022-03-20,1070584,29124,3868.0,"https://www.patreon.com/dreading

thumbnail was made using the prequel app. 

If you want to see something funny, please search the True Crime Daily interview with Cameron Gamble and the anonymous millionaire who offered the reward for Sherri. They don't show the donor, but they do show his silhouette, and in my personal opinion, it's just Cameron in a hat. They modified his voice, but it's very clearly him. 

timestamps 
0:00-2:05 intro
2:05-4:34 the early life of sherri papino 
4:35-13:23 the secret life/lies of sherri
13:23-20:02 the ""kidnapping""
20:02-25:03 where's sherri?
25:03-39:24 cameron gamble: scam artist 
39:24-41:37 sherri's return
41:37-45:42 sherri's story 
45:42-50:54 what actually happened
50:54-57:18 the affidavit
57:18-58:34 outro

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Mar,dreading (crime and psychology)
77,when a mother kills her children: the case of diane downs |dreading,2022-03-16,1203579,30029,5246.0,"https://www.patreon.com/dreading

thumbnail made using the prequel app 

Thank you for watching.

Time Stamps
introduction 00:00:00-00:01:07
the early life of Diane Downs 00:01:07-00:16:43
lew 00:16:43-00:23:37
the shooting 00:23:37-00:25:27
the aftermath 00:25:27-00:29:51
the investigation part I 00:29:51-00:37:21
the interviews part I 00:37:21-00:39:55
the investigation part II 00:39:55-00:46:42
Christie Ann 00:46:42-00:49:08
the interviews part II 00:49:08-00:55:34
the trial 00:55:34-00:58:52
escape artist 00:58:52-01:19:14

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Mar,dreading (crime and psychology)
78,The Case of Phil Spector |dreading,2022-03-09,474311,16040,1731.0,"https://www.patreon.com/dreading

Thank you for watching.

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Mar,dreading (crime and psychology)
79,The Case of Nasim Aghdam | dreading,2022-03-02,588431,22126,3196.0,"https://www.patreon.com/dreading

Thank you for watching.

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Mar,dreading (crime and psychology)
80,The Case of Ian Watkins |dreading,2022-02-23,2125947,45177,9629.0,"https://www.patreon.com/dreading

Thank you for watching.

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Feb,dreading (crime and psychology)
81,Josh Duggar: The Man Who (Almost) Got Away With Everything| dreading,2022-02-16,2393169,50741,9537.0,"https://www.patreon.com/dreading

Time Stamps 
0:00-3:13 Introduction 
3:13-8:32 meet the Duggars 
8:32-14:49 Josh Duggar
14:49-16:53 Oprah
16:53-24:20 2015
24:20-31:31 The Initial Fall Out 
31:31-35:52 The Ashley Madison Scandal (& Danica Dillon) 
35:52-40:15 2019 
40:15-1:05:10 The Interview 
1:05:10-1:06:17 The Trial 
1:06:17-1:07:02 Outro

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Feb,dreading (crime and psychology)
82,The Case of Chandler Halderson | dreading,2022-02-09,1564476,24688,4804.0,"https://www.patreon.com/dreading

Thank you for watching.

the phone call between Bart Halderson and Omar Jobe : https://www.youtube.com/watch?v=yGg44GjGjN0&t=387s

timestamps
0:00-3:27 intro 
3:27-8:46 the Halderson's 
8:46-17:01 the real chandler halderson
17:01-19:45 the fall 
19:45-22:59 i talked to Omar Jobe 
22:59-32:46 the murder and mutiliation of Bart & Krista 
32:46-45:37 the second week of July 2021 
45:37-2:21:50 the interrogation 
2:21:50-2:22:50 the aftermath

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Feb,dreading (crime and psychology)
83,The Murder of Lauren Giddings | dreading,2022-02-02,870359,17247,4415.0,"https://www.patreon.com/dreading

Thank you for watching our third video

timestamps 
0:00-2:23 intro 
2:23-8:43 the early life of stephen mcdaniel 
8:43-15:21 Lauren Giddings 
15:21-17:57 6/4/2011
17:57-34:25  the search for Lauren 
34:25-37:20 stephen's plan
37:20-2:31:02 the interrogation

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Feb,dreading (crime and psychology)
84,The Case of Patrick Giovanditto | dreading,2022-01-26,258061,8241,687.0,"https://www.patreon.com/dreading

time stamps 
0:00-1:48 intro 
1:48-16:25 The Secret Life of Matteo Patrick Giovanditto 
16:25-19:19 Celebration, Florida
19:19-21:39 11/25/2010
21:39-23:12 The Aftermath

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Jan,dreading (crime and psychology)
85,The Disney World Family Annihilation | dreading,2022-01-19,1158877,28052,3583.0,"thank you for watching the first episode of dreading. subscribe for more.


timestamps 
0:00-2:14 intro 
2:14-9:14 the creation of Celebration 
9:14-14:28 Robert Todt; How Not To Get Away With Murder 
14:28-20:18 Megan & Anthony Todt
20:18-23:55 2017 
23:55-29:53 2019 
29:55-38:37 Christmas In Celebration 
38:37-40:57 His Confession 
40:57-44:20 Taking It All Back 
44:40-47:39 The Phone Call 
47:39-1:18:04 The letter 
1:18:04-1:18:21 Why 
1:18:21-1:19:42 Ad Read

-~-~~-~~~-~~-~-
Please watch: ""The Case Of LaVena Johnson | dreading"" 
https://www.youtube.com/watch?v=sfFiFVI64H0
-~-~~-~~~-~~-~-",Jan,dreading (crime and psychology)
