,Title,PublishedDate,Views,Likes,Comments,Description,Month,Channel
10,The Body Found in the Drain: The Disturbing Case of Adam Strong,2022-11-27,433366,14699,377.0,"Let Audible help you discover new ways to laugh, be inspired, or be entertained. New members can try it free for 30 days. 
Visit https://www.audible.com/bellafiori or text bellafiori to 500-500.

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Nov,Bella Fiori
11,The Tragic Murders of the McStay Family,2022-11-20,515610,15813,449.0,"Make sure you're subscribed to the Mejuri newsletter to access the private sale! Sign up here: https://mejurifinecrew.sjv.io/QOrV7Y
Mejuri Croissant Dôme Hoops: https://mejurifinecrew.sjv.io/n17xP7
Mejuri Chain Necklace: https://mejurifinecrew.sjv.io/vn7kQe
Mejuri Diamond Letter Charm: https://mejurifinecrew.sjv.io/NKrW2K
Mejuri Round Topaz Necklace: https://mejurifinecrew.sjv.io/MX9zRK
Mejuri Daily Stacker Ring: https://mejurifinecrew.sjv.io/x97az5
Mejuri Duo Ring: https://mejurifinecrew.sjv.io/jWv0J5
Mejuri Diamonds Team Ring: https://mejurifinecrew.sjv.io/LPQBRY
Mejuri Gemstone Trillion Stacker Ring: https://mejurifinecrew.sjv.io/9WXDy3

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Nov,Bella Fiori
12,The Most Evil Granny Ever | THE GRANNY RIPPER,2022-10-26,329034,11987,333.0,"CASETiFY’s iPhone 14 Impact Case Series is now available at casetify.com!  Go to http://casetify.com/bella today to save 15% off your order! Thanks to Casetify for sponsoring this video

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Oct,Bella Fiori
13,The Case of Kim Wall | The Submarine Murder,2022-10-05,430172,15633,354.0,"CASETiFY’s iPhone 14 Impact Case Series is now available at casetify.com. Go to http://www.casetify.com/bella today to save 15% off your order! Thanks to Casetify for sponsoring this video.

The Kim Wall Memorial Fund: https://www.iwmf.org/programs/kim-wall-memorial-fund/

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Oct,Bella Fiori
14,The Tragic Case of Ryan Waller,2022-09-22,385889,17866,1350.0,"CASETiFY’s iPhone 14 Impact Case Series is now available at casetify.com!  Go to http://www.casetify.com/bella today to save 15% off your order!

full interrogation: https://www.youtube.com/watch?v=ZI8G0KOOtqk

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Sep,Bella Fiori
15,THE SMILING KILLER | The Case Of Lynsey Wilson Quy,2022-08-30,589275,21564,1068.0,"Thanks to Casetify for sponsoring this video!  Go to http://www.casetify.com/bella today to save 15% off your order!

Sign the petition here: https://www.change.org/p/robin-wilson-evil-wife-killer-mitchell-quy-due-for-release-help-keep-him-behind-bars

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Aug,Bella Fiori
16,THE CASE OF SOPHIE LIONNET,2022-08-09,727307,22817,868.0,"New members can try Audibke free for 30 days. Visit http://audible.com/bellafiori or text 'bellafiori' to 500-500

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Aug,Bella Fiori
17,"THE CASE OF JOHN DARWN, THE CANOE MAN",2022-07-28,506761,19751,784.0,"Get the exclusive NordVPN deal here: https://nordvpn.com/bellafiori. It’s risk free with Nord’s 30 day money-back guarantee!
Thanks to NordVPN for sponsoring this video.

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Jul,Bella Fiori
18,The Case of Ann Maguire | Murdered By Her Student In Class,2022-07-27,625148,21813,951.0,"Visit https://ntn.so/bellafiori to sign up to Notion for free

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Jul,Bella Fiori
19,THE DARKNESS WITHIN | THE CASE OF ANGELA DIAZ,2022-07-27,778939,25865,981.0,"Thanks to Casetify for sponsoring this video!  Go to http://www.casetify.com/bella today to save 15% off your order!

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Jul,Bella Fiori
20,The Case of Lori Erica Ruff | What Dark Secret Was She Hiding?,2022-07-25,742115,22165,1309.0,"For 50% off your first Care/of order, visit https://bit.ly/3N8wVOl and use code BELLAF50

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Jul,Bella Fiori
21,THE DISTURBING CASE OF CARL TANZLER,2022-07-17,397925,15477,593.0,"Get 10% off your Mejuri purchase using the links below
shop Mejuri here: https://mejurifinecrew.sjv.io/QOrV7Y
Mejuri Pavé Diamond Midi Hoops: https://mejurifinecrew.sjv.io/5bQOon
Mejuri Pavé Diamond U Hoops: https://mejurifinecrew.sjv.io/e4MdYg
Mejuri Moonstone Sphere Charm: https://mejurifinecrew.sjv.io/Vyeo7R
Mejuri Flat Curb Chain Necklace: https://mejurifinecrew.sjv.io/EaXQ7X
Mejuri Diamonds Line Necklace: https://mejurifinecrew.sjv.io/za31Ym

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Jul,Bella Fiori
22,THE UNBELIEVABLE CASE OF THE ERIKSSON TWINS,2022-06-29,567174,19754,1122.0,"Thanks to Casetify for sponsoring this video!  Go to http://www.casetify.com/bella today to save 15% off your order!

watch the case of the tromp family here: https://youtu.be/aL4rwd_9bWo


follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Jun,Bella Fiori
23,THE PIG FARM KILLER,2022-06-21,451454,14339,654.0,"Go to http://audible.com/bellafiori or text ‘bellafiori’ to 500 500 and start listening today

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Jun,Bella Fiori
24,THE DISTURBING CASE OF DANIEL LAPLANTE | The Boy In The Walls,2022-06-20,516252,19924,600.0,"Try Function of Beauty for yourself! Click the link here https://cen.yt/functionbellafiori6  to get 25% off your first custom 16oz set + free shipping when you become a member!!

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Jun,Bella Fiori
25,How A Rolex Unravelled A Killers Web Of Lies | The Case Of Albert Walker,2022-05-25,550265,20009,496.0,"Go to http://audible.com/bellafiori or text ‘bellafiori’ to 500 500 and start listening today

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",May,Bella Fiori
26,The Mysterious Case of The Tromp Family,2022-05-16,659124,23038,964.0,"Thanks to Casetify for sponsoring this video!  Go to http://www.casetify.com/bella today to save 15% off your order!

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",May,Bella Fiori
27,She Fell In Love With a Murderer And Then She Was Killed | The Case of Louise Ellis,2022-04-28,769958,27474,915.0,"Thanks to Casetify for sponsoring this video!  Go to http://www.casetify.com/bella today to save 15% off your order!

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Apr,Bella Fiori
28,She Held a Goodbye Party For Her Boyfriend Before Killing Him | THE CASE OF JOE CINQUE,2022-04-17,2025106,51655,3463.0,"Go to http://audible.com/bellafiori or text ‘bellafiori’ to 500 500 and start listening today

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Apr,Bella Fiori
29,THE DATING GAME KILLER,2022-03-29,548096,17937,783.0,"Thanks to Casetify for sponsoring this video!  Go to http://www.casetify.com/bella today to get 15% off on your new phone strap!

Rodney Alcala's unidentified photos: https://www.flickr.com/photos/scpr/albums/72157623600695928/

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://open.spotify.com/user/rd6dj35...

Contact for business enquiries only: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia5",Mar,Bella Fiori
30,THE MAN IN THE ATTIC | THE BIZARRE CASE OF DOLLY OESTERREICH,2022-03-27,468400,19852,807.0,"Save 20% on your first order of Native Hair Care! Click here https://bit.ly/nativebellafiori3 and use my code BELLAFIORI4 #AD

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://open.spotify.com/user/rd6dj35...

Contact for business enquiries only: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Mar,Bella Fiori
31,THE BEGA SCHOOLGIRL MURDERS,2022-02-27,1371410,34711,851.0,"Thanks to Casetify for sponsoring this video!  Go to http://www.casetify.com/bella today to save 15% off your order!

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://open.spotify.com/user/rd6dj358plno0jmuqdmvrt0wk?si=03b4725bc73d4d01

Contact for business enquiries only: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Feb,Bella Fiori
32,THE HONEYMOON MURDER: The Case Of Anni Dewani,2022-02-14,1299543,35965,1496.0,"Go to http://audible.com/bellafiori or text ‘bellfiori’ to 500 500 and start listening today

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Feb,Bella Fiori
33,THE CASE OF CARI FARVER | THE CRAZIEST LOVE TRIANGLE EVER | Part 2,2022-01-30,639066,25127,1217.0,"Shop Mejuri here: http://mejurifinecrew.sjv.io/za0GY6

watch part one here: https://youtu.be/J4fVEMM6uCo

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori

Watch the case of the Powell Family here: https://youtu.be/4Cp4zKnCXrk

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Jan,Bella Fiori
34,A LOVE TRIANGLE GONE WRONG: The Case of Cari Farver,2022-01-29,796620,27727,813.0,"Thanks to Casetify for sponsoring this video! Go to http://www.casetify.com/bella today to save 15% off your order!

watch part two here: https://youtu.be/d774kgVMnwk

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori

Contact for business enquiries only: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Jan,Bella Fiori
35,THE BIZARRE CASE OF ELIZABETH BARRAZA,2022-01-23,609228,20854,1650.0,"Get your first purchase from Blueland for 20% off by clicking my link https://bit.ly/3GESbck Now shipping to the U.S., Canada, the U.K., Australia & New Zealand!

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori

Watch the case of the Powell Family here: https://youtu.be/4Cp4zKnCXrk

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Jan,Bella Fiori
36,THE SANTA CLAUS BANK ROBBERY,2021-12-26,286302,11007,463.0,"Go to https://casetify.com/bella to save 15% off your order!

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori

Watch the case of the Powell Family here: https://youtu.be/4Cp4zKnCXrk

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Dec,Bella Fiori
37,THE SANTA STRANGLER,2021-12-25,335207,13346,361.0,"Go to https://casetify.com/bella to save 15% off your order!

watch the susan powell case here: https://youtu.be/4Cp4zKnCXrk

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Dec,Bella Fiori
38,THE DISAPPEARANCE OF PATTY VAUGHAN,2021-12-24,517229,17938,516.0,"follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori

Watch the case of the Powell Family here: https://youtu.be/4Cp4zKnCXrk

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Dec,Bella Fiori
39,SOLVED: THE DISAPPEARANCE OF MELISSA BRANNEN,2021-12-23,972150,27833,762.0,"Get Honey for FREE today ▸ https://joinhoney.com/bella
Honey finds coupons with one click. Thanks to Honey for sponsoring this video!

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Dec,Bella Fiori
40,THE TRAGIC DISAPPEARANCE OF NIKOLE BETTERSON,2021-12-22,417776,16128,548.0,"Holiday Season Deal! Go to https://nordvpn.com/bellafiori to get a 2-year plan plus 1 additional month with a huge discount.
Thanks to NordVPN for sponsoring this video.


follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Dec,Bella Fiori
41,THE ORDERUD MURDERS,2021-11-29,687392,20196,678.0,"Go to https://casetify.com/bella to save 15% off your order

earrings are from hungrylaalaa on IG/Etsy

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Nov,Bella Fiori
42,THE INSANE CASE OF MICHAEL AND DALIA DIPPOLITO,2021-11-23,725900,24758,938.0,"Go to http://audible.com/bellafiori or text 'bellafiori' to 500 500 and start listening today. For a limited time, save 60% on your first 3 months of Audible. That's only $5.95 a month.

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Nov,Bella Fiori
43,Bella Fiori Live Stream,2021-11-19,0,0,0.0,,Nov,Bella Fiori
44,THE MURDER OF SYLVIA LIKENS,2021-11-12,810640,21445,1800.0,"This video is sponsored by Best Fiends. Download Best Fiends for FREE:
http://download.BestFiends.com and get $5 worth of gold and energy for free if you beat level 5!

earrings are from hungrylaalaa on IG/Etsy

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Nov,Bella Fiori
45,The Taconic State Parkway Crash: What's wrong with Aunty Diane?,2021-11-09,471704,15872,1295.0,"Thanks for Switchcraft for sponsoring this video. Download Switchcraft for free now and solve the mystery! https://cherrypicktalent.cc/SwitchcraftBella

earrings are from hungrylaalaa on IG/Etsy

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Nov,Bella Fiori
46,MISSING MAN FOUND ALIVE AFTER 23 YEARS! The Case of Richard Hoagland,2021-10-30,654371,24048,838.0,"Go to https://casetify.com/bella today to get 15% off on your new favourite phone case!

earrings are from hungrylaalaa on IG/Etsy

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Oct,Bella Fiori
47,THE BURGER CHEF MURDERS,2021-10-21,425585,15862,614.0,"The first 1000 people to click the link will get a one month trial of Skillshare: https://skl.sh/bellafiori08211

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Oct,Bella Fiori
48,THE TAXI DRIVER KILLER: Mark Errin Rust,2021-09-30,676676,19043,803.0,"Go to https://casetify.com/bella today to get 15% off on your new favourite phone case!

earrings are from @hungrylaalaa on IG/Etsy! 

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Sep,Bella Fiori
49,The Case of Betty Shanks - Queensland's Longest Running Cold Case,2021-09-28,469580,14457,476.0,"Go to https://nordvpn.com/bellafiori or use code bellafiori to get a 2-year plan plus 4 additional months with a huge discount


earrings are from @hungrylaalaa 

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Sep,Bella Fiori
50,THE TRAGIC MURDER OF JANINE BALDING,2021-09-20,678599,19772,729.0,"Go to http://audible.com/bellafiori or text ‘bellafiori’ to 500 too and start listening today

watch the anita cobby case here: https://youtu.be/cBua5gyCmow

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Sep,Bella Fiori
51,THE FAMILY MURDERS part 2,2021-09-02,501374,15131,544.0,"Shop Mejuri here: https://mejurifinecrew.sjv.io/DVkdya 

watch part one here: https://youtu.be/Y1zGM-MQGbI

if you have any information you are urged to contact crime stoppers on 1800 333 000 or visit their website at crimestoppers.com.au 

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Sep,Bella Fiori
52,THE FAMILY MURDERS,2021-08-30,801565,23539,629.0,"Click here https://bit.ly/3Dg5Zsq and use my code ISABELLA for 50% off your first month at Care/of

watch part two here: https://youtu.be/T9Qr7XzHlNM
The Truro Murders: https://youtu.be/1WpCURIfXUk

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia

Care/of works hard to recommend supplements based on scientific research and your personal goals. As a friendly reminder, supplements aren’t intended to diagnose, treat, cure, or prevent any disease.",Aug,Bella Fiori
53,THE HORRIFIC MURDER OF PETER ASTON,2021-08-27,703187,23880,1408.0,"Go to https://casetify.com/bella today to get 15% off on your new favourite phone case!

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Aug,Bella Fiori
54,THE TRURO MURDERS,2021-07-30,620867,19433,704.0,"Go to https://casetify.com/bella today to get 15% off on your new favourite phone case!

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Jul,Bella Fiori
55,THE SETAGAYA MURDERS,2021-07-29,585574,20812,852.0,"The first 1000 people to click the link will get a one month trial of Skillshare: https://skl.sh/bellafiori07211

ollow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Jul,Bella Fiori
56,THE MURDER OF JANELLE PATTON,2021-07-26,1315118,33736,1440.0,"Save 33% on your first Native Deodorant Pack - normally $36, you’ll get it for $24! Click here https://bit.ly/nativebellafiori2 and use my code BELLAFIORI2 #AD

follow my other social media :)  

Instagram: @isabella_fiori
Twitter: @IsabellaLFiori
Spotify: https://goo.gl/PjzzPq​​​​​​​​​​

Contact for business enquiries: contact@bfiori.com

Send me mail:
PO BOX 642
Morningside, QLD, 4170 
Australia",Jul,Bella Fiori
