,Title,PublishedDate,Views,Likes,Comments,Description,Month,Channel
10,"Inside the Lori Vallow Daybell Trial: Both Sides Rest | ""48 Hours"" Podcast",2023-05-10,37543,1065,180,"Both the prosecution and the defense have rested their cases. Hear the disturbing texts between Lori and Chad that prosecutors say allude to inflicting pain and their beliefs in a death percentage system which indicated whether someone was close to death. That dramatic testimony and more from Lori, Chad, and Tammy Daybell’s close friends. CBS News national correspondent Jonathan Vigliotti and ""48 Hours"" producer Liza Finley bring you back inside the courtroom and share insights into the shocking witness testimonies and the new evidence brought in front of the jurors.

Listen to ""48 Hours"" and ""Inside the Lori Vallow Daybell Trial"" on Amazon Music or wherever you get your podcasts: https://link.chtbl.com/48Hours-Lori-Vallow-Daybell-E5

#48hours #podcast #lorivallowdaybell 

Crime. Social justice. Impact. ""48 Hours"" investigates the most intriguing crime and justice cases that touch on all areas of the human experience including greed and passion. ""48 Hours,"" which premiered in 1988, has developed a rich history of original reporting and impact journalism that has helped exonerate wrongly convicted people, caused cold cases to be reopened and solved, and along the way changed lives.

Subscribe to the “48 Hours"" YouTube channel: https://www.youtube.com/@48hours
Watch full episodes of “48 Hours”: https://www.cbs.com/shows/48_hours/
Listen to the ""48 Hours"" podcast: https://link.chtbl.com/48-Hours
Listen to the ""My Life of Crime with Erin Moriarty"" podcast: https://link.chtbl.com/CBSNewsMLOC
Follow “48 Hours” on Instagram: https://www.instagram.com/48hoursCBS/
Like ""48 Hours"" on Facebook: http://on.fb.me/1KkQuRn
Follow ""48 Hours"" on Twitter: https://twitter.com/48hours
Subscribe to our newsletter: http://cbsn.ws/1RqHw7T
Download the CBS News app: http://cbsn.ws/1Xb1WC8
Try Paramount+ free: https://bit.ly/2OiW1kZ
For video licensing inquiries, contact: licensing@veritone.com",May,48 Hours
11,A Student of Murder | Full Episode,2023-05-09,1755389,22411,4050,"Was a boy genius a stone cold killer too? ""48 Hours"" correspondent Peter Van Sant investigates. Watch more full episodes of ""48 Hours"" on Pluto TV.

#48hours #crime #mystery

Crime. Social justice. Impact. ""48 Hours"" investigates the most intriguing crime and justice cases that touch on all areas of the human experience including greed and passion. ""48 Hours,"" which premiered in 1988, has developed a rich history of original reporting and impact journalism that has helped exonerate wrongly convicted people, caused cold cases to be reopened and solved, and along the way changed lives.

Subscribe to the “48 Hours"" YouTube channel: http://bit.ly/1DvRWbT
Watch full episodes of “48 Hours”: http://bit.ly/1fop6N1
Follow “48 Hours” on Instagram: http://bit.ly/1OLG2B9
Like ""48 Hours"" on Facebook: http://on.fb.me/1KkQuRn
Follow ""48 Hours"" on Twitter: http://bit.ly/1MOCAXf
Subscribe to our newsletter: http://cbsn.ws/1RqHw7T
Download the CBS News app: http://cbsn.ws/1Xb1WC8
Try Paramount+ free: https://bit.ly/2OiW1kZ

For video licensing inquiries, contact: licensing@veritone.com",May,48 Hours
12,Diana Duve case: Authorities tracked down a killer full of lies,2023-05-07,144667,1770,148,"The last time anyone saw Diana Duve was when she left a bar in Vero Beach, Florida around 1:30 a.m. on June 20, 2014. After tracking down her mysterious ex-boyfriend, police made a startling discovery.

Crime. Social justice. Impact. ""48 Hours"" investigates the most intriguing crime and justice cases that touch on all areas of the human experience including greed and passion. ""48 Hours,"" which premiered in 1988, has developed a rich history of original reporting and impact journalism that has helped exonerate wrongly convicted people, caused cold cases to be reopened and solved, and along the way changed lives.

Subscribe to the “48 Hours"" YouTube channel: https://www.youtube.com/@48hours
Watch full episodes of “48 Hours”: https://www.cbs.com/shows/48_hours/
Listen to the ""48 Hours"" podcast: https://link.chtbl.com/48-Hours
Listen to the ""My Life of Crime with Erin Moriarty"" podcast: https://link.chtbl.com/CBSNewsMLOC
Follow “48 Hours” on Instagram: https://www.instagram.com/48hoursCBS/
Like ""48 Hours"" on Facebook: http://on.fb.me/1KkQuRn
Follow ""48 Hours"" on Twitter: https://twitter.com/48hours
Subscribe to our newsletter: http://cbsn.ws/1RqHw7T
Download the CBS News app: http://cbsn.ws/1Xb1WC8
Try Paramount+ free: https://bit.ly/2OiW1kZ

For video licensing inquiries, contact: licensing@veritone.com",May,48 Hours
13,"Diana Duve case: ""48 Hours"" reports on the murder of a young Florida nurse",2023-05-05,50733,1071,56,"A young woman vanishes with her on-again, off-again boyfriend. Investigators promise her mother they will find her one way or another. ""CBS Saturday Morning"" co-host Michelle Miller joins ""CBS Mornings"" with a preview of her ""48 Hours"" report: ""Where Is Diana Duve?""

#48hours #crime #mystery 

Each weekday morning, ""CBS Mornings” co-hosts Gayle King, Tony Dokoupil and Nate Burleson bring you the latest breaking news, smart conversation and in-depth feature reporting. ""CBS Mornings"" airs weekdays at 7 a.m. on CBS and stream it at 8 a.m. ET on the CBS News app.

Subscribe to “CBS Mornings” on YouTube: https://www.youtube.com/CBSMornings 
Watch CBS News: http://cbsn.ws/1PlLpZ7c
Download the CBS News app: http://cbsn.ws/1Xb1WC8
Follow ""CBS Mornings"" on Instagram: https://bit.ly/3A13OqA
Like ""CBS Mornings"" on Facebook: https://bit.ly/3tpOx00
Follow ""CBS Mornings"" on Twitter: https://bit.ly/38QQp8B
Subscribe to our newsletter: http://cbsn.ws/1RqHw7T​
Try Paramount+ free: https://bit.ly/2OiW1kZ

For video licensing inquiries, contact: licensing@veritone.com",May,48 Hours
14,Lamar Johnson: Standing in Truth | Full Episode,2023-05-05,244948,4703,916,"A man gets his life back after spending 28 years in prison for a crime he did not commit. ""48 Hours"" investigates and is there as Johnson is freed in time to walk his daughter down the aisle. Correspondent Erin Moriarty reports. Watch more full episodes of ""48 Hours"" on Pluto TV.

#48hours #crime #mystery 

Crime. Social justice. Impact. ""48 Hours"" investigates the most intriguing crime and justice cases that touch on all areas of the human experience including greed and passion. ""48 Hours,"" which premiered in 1988, has developed a rich history of original reporting and impact journalism that has helped exonerate wrongly convicted people, caused cold cases to be reopened and solved, and along the way changed lives.

Subscribe to the “48 Hours"" YouTube channel: https://www.youtube.com/@48hours
Watch full episodes of “48 Hours”: https://www.cbs.com/shows/48_hours/
Listen to the ""48 Hours"" podcast: https://link.chtbl.com/48-Hours
Listen to the ""My Life of Crime with Erin Moriarty"" podcast: https://link.chtbl.com/CBSNewsMLOC
Follow “48 Hours” on Instagram: https://www.instagram.com/48hoursCBS/
Like ""48 Hours"" on Facebook: http://on.fb.me/1KkQuRn
Follow ""48 Hours"" on Twitter: https://twitter.com/48hours
Subscribe to our newsletter: http://cbsn.ws/1RqHw7T
Download the CBS News app: http://cbsn.ws/1Xb1WC8
Try Paramount+ free: https://bit.ly/2OiW1kZ
For video licensing inquiries, contact: licensing@veritone.com",May,48 Hours
15,Where is Diana Duve? | Sneak peek,2023-05-04,40658,953,133,"When a woman disappears with her former boyfriend, investigators learn he was entrusted with millions at his bank job, but he also told outlandish lies about who he was. ""48 Hours"" contributor Michelle Miller reports Saturday, May 6 at 10/9c on CBS and streaming on Paramount+.

#48hours #crime #cbsnews 

Crime. Social justice. Impact. ""48 Hours"" investigates the most intriguing crime and justice cases that touch on all areas of the human experience including greed and passion. ""48 Hours,"" which premiered in 1988, has developed a rich history of original reporting and impact journalism that has helped exonerate wrongly convicted people, caused cold cases to be reopened and solved, and along the way changed lives.

Subscribe to the “48 Hours"" YouTube channel: https://www.youtube.com/@48hours
Watch full episodes of “48 Hours”: https://www.cbs.com/shows/48_hours/
Listen to the ""48 Hours"" podcast: https://link.chtbl.com/48-Hours
Listen to the ""My Life of Crime with Erin Moriarty"" podcast: https://link.chtbl.com/CBSNewsMLOC
Follow “48 Hours” on Instagram: https://www.instagram.com/48hoursCBS/
Like ""48 Hours"" on Facebook: http://on.fb.me/1KkQuRn
Follow ""48 Hours"" on Twitter: https://twitter.com/48hours
Subscribe to our newsletter: http://cbsn.ws/1RqHw7T
Download the CBS News app: http://cbsn.ws/1Xb1WC8
Try Paramount+ free: https://bit.ly/2OiW1kZ

For video licensing inquiries, contact: licensing@veritone.com",May,48 Hours
16,"Inside the Lori Vallow Daybell Trial: Broken Trust | ""48 Hours"" Podcast",2023-05-03,44068,1480,208,"Prosecutors bring cause of death for JJ Vallow, Tylee Ryan, and Tammy Daybell to the forefront of the trial. A lack of trust in Vallow Daybell is revealed when jurors hear emotional testimony from Summer Shiflet, Vallow Daybell’s sister. Tammy Daybell’s sister also speaks. CBS News national correspondent Jonathan Vigliotti and ""48 Hours"" producer Richie Fetzer bring you back inside the courtroom for week four of the trial.

#48hours #lorivallowdaybell #cbsnews 

Crime. Social justice. Impact. ""48 Hours"" investigates the most intriguing crime and justice cases that touch on all areas of the human experience including greed and passion. ""48 Hours,"" which premiered in 1988, has developed a rich history of original reporting and impact journalism that has helped exonerate wrongly convicted people, caused cold cases to be reopened and solved, and along the way changed lives.

Subscribe to the “48 Hours"" YouTube channel: https://www.youtube.com/@48hours
Watch full episodes of “48 Hours”: https://www.cbs.com/shows/48_hours/
Listen to the ""48 Hours"" podcast: https://link.chtbl.com/48-Hours
Listen to the ""My Life of Crime with Erin Moriarty"" podcast: https://link.chtbl.com/CBSNewsMLOC
Follow “48 Hours” on Instagram: https://www.instagram.com/48hoursCBS/
Like ""48 Hours"" on Facebook: http://on.fb.me/1KkQuRn
Follow ""48 Hours"" on Twitter: https://twitter.com/48hours
Subscribe to our newsletter: http://cbsn.ws/1RqHw7T
Download the CBS News app: http://cbsn.ws/1Xb1WC8
Try Paramount+ free: https://bit.ly/2OiW1kZ
For video licensing inquiries, contact: licensing@veritone.com",May,48 Hours
17,Lamar Johnson's final chance for freedom: Inside the courtroom,2023-05-02,20413,659,110,"Lamar Johnson was freed after spending nearly 30 years in prison for a crime he did not commit. During the hearing, the judge took an unusual step in the case before deciding.

Crime. Social justice. Impact. ""48 Hours"" investigates the most intriguing crime and justice cases that touch on all areas of the human experience including greed and passion. ""48 Hours,"" which premiered in 1988, has developed a rich history of original reporting and impact journalism that has helped exonerate wrongly convicted people, caused cold cases to be reopened and solved, and along the way changed lives.

Subscribe to the “48 Hours"" YouTube channel: https://www.youtube.com/@48hours
Watch full episodes of “48 Hours”: https://www.cbs.com/shows/48_hours/
Listen to the ""48 Hours"" podcast: https://link.chtbl.com/48-Hours
Listen to the ""My Life of Crime with Erin Moriarty"" podcast: https://link.chtbl.com/CBSNewsMLOC
Follow “48 Hours” on Instagram: https://www.instagram.com/48hoursCBS/
Like ""48 Hours"" on Facebook: http://on.fb.me/1KkQuRn
Follow ""48 Hours"" on Twitter: https://twitter.com/48hours
Subscribe to our newsletter: http://cbsn.ws/1RqHw7T
Download the CBS News app: http://cbsn.ws/1Xb1WC8
Try Paramount+ free: https://bit.ly/2OiW1kZ

For video licensing inquiries, contact: licensing@veritone.com",May,48 Hours
18,Man convicted of murder despite being nowhere near the crime scene,2023-05-02,12260,362,54,"Lamar Johnson was convicted of murder despite being three miles away from the crime scene. ""48 Hours"" takes a drive to see if it would have even been possible for Johnson to kill Markus Boyd.

Crime. Social justice. Impact. ""48 Hours"" investigates the most intriguing crime and justice cases that touch on all areas of the human experience including greed and passion. ""48 Hours,"" which premiered in 1988, has developed a rich history of original reporting and impact journalism that has helped exonerate wrongly convicted people, caused cold cases to be reopened and solved, and along the way changed lives.

Subscribe to the “48 Hours"" YouTube channel: https://www.youtube.com/@48hours
Watch full episodes of “48 Hours”: https://www.cbs.com/shows/48_hours/
Listen to the ""48 Hours"" podcast: https://link.chtbl.com/48-Hours
Listen to the ""My Life of Crime with Erin Moriarty"" podcast: https://link.chtbl.com/CBSNewsMLOC
Follow “48 Hours” on Instagram: https://www.instagram.com/48hoursCBS/
Like ""48 Hours"" on Facebook: http://on.fb.me/1KkQuRn
Follow ""48 Hours"" on Twitter: https://twitter.com/48hours
Subscribe to our newsletter: http://cbsn.ws/1RqHw7T
Download the CBS News app: http://cbsn.ws/1Xb1WC8
Try Paramount+ free: https://bit.ly/2OiW1kZ

For video licensing inquiries, contact: licensing@veritone.com",May,48 Hours
19,The Murder of Jackie Vandagriff | Full Episode,2023-05-02,2970733,27940,3433,"After a chance encounter at a bar a college student is murdered. Was it because she resembled the killer’s ex? CBS News chief investigative and senior national correspondent Jim Axelrod reports for ""48 Hours."" Watch more full episodes of ""48 Hours"" on Pluto TV.

#48hours #crime #cbsnews 

Crime. Social justice. Impact. ""48 Hours"" investigates the most intriguing crime and justice cases that touch on all areas of the human experience including greed and passion. ""48 Hours,"" which premiered in 1988, has developed a rich history of original reporting and impact journalism that has helped exonerate wrongly convicted people, caused cold cases to be reopened and solved, and along the way changed lives.

Subscribe to the “48 Hours"" YouTube channel: https://www.youtube.com/@48hours
Watch full episodes of “48 Hours”: https://www.cbs.com/shows/48_hours/
Listen to the ""48 Hours"" podcast: https://link.chtbl.com/48-Hours
Listen to the ""My Life of Crime with Erin Moriarty"" podcast: https://link.chtbl.com/CBSNewsMLOC
Follow “48 Hours” on Instagram: https://www.instagram.com/48hoursCBS/
Like ""48 Hours"" on Facebook: http://on.fb.me/1KkQuRn
Follow ""48 Hours"" on Twitter: https://twitter.com/48hours
Subscribe to our newsletter: http://cbsn.ws/1RqHw7T
Download the CBS News app: http://cbsn.ws/1Xb1WC8
Try Paramount+ free: https://bit.ly/2OiW1kZ
For video licensing inquiries, contact: licensing@veritone.com",May,48 Hours
20,What happened the night Chip Flynn was shot?,2023-04-29,15848,527,82,"Crosley Green's case comes down to one woman's story and a simple question: Could someone drive a truck, shift gears, and hold a gun on two people at the same time?

#48hours  #crime #cbsnews 

Crime. Social justice. Impact. ""48 Hours"" investigates the most intriguing crime and justice cases that touch on all areas of the human experience including greed and passion. ""48 Hours,"" which premiered in 1988, has developed a rich history of original reporting and impact journalism that has helped exonerate wrongly convicted people, caused cold cases to be reopened and solved, and along the way changed lives.

Subscribe to the “48 Hours"" YouTube channel: https://www.youtube.com/@48hours
Watch full episodes of “48 Hours”: https://www.cbs.com/shows/48_hours/
Listen to the ""48 Hours"" podcast: https://link.chtbl.com/48-Hours
Listen to the ""My Life of Crime with Erin Moriarty"" podcast: https://link.chtbl.com/CBSNewsMLOC
Follow “48 Hours” on Instagram: https://www.instagram.com/48hoursCBS/
Like ""48 Hours"" on Facebook: http://on.fb.me/1KkQuRn
Follow ""48 Hours"" on Twitter: https://twitter.com/48hours
Subscribe to our newsletter: http://cbsn.ws/1RqHw7T
Download the CBS News app: http://cbsn.ws/1Xb1WC8
Try Paramount+ free: https://bit.ly/2OiW1kZ

For video licensing inquiries, contact: licensing@veritone.com",Apr,48 Hours
