,Title,PublishedDate,Views,Likes,Comments,Description,Month,Channel
43,The 12-Year-Old Who Became a Triple Murderer... | The Richardson Family,2022-10-31,1552016,50759,6724,"In April 2006, three members of the Richardson family had been murdered, with their second child missing. Nobody expected that their 12-year-old innocent daughter could be in on this terrible crime… but they were gravely wrong.

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:17 Medicine Hat, the Richardson Family
02:54 Jasmine's changes
05:04 Jeremy Steinke
06:30 A Troubled ""relationship""...
08:20 Evil messages and plans
10:10 April 23rd, 2006
12:07 Investigations
15:31 Recalling the night 
18:27 Legal proceedings and twists
21:36 Remembering the Richardson family, thoughts
22:54 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Oct,Coffeehouse Crime
44,The Murderous Maid who betrayed her best friend... | Jane La Puebla,2022-10-26,831432,32833,1619,"🌏Get Exclusive NordVPN deal here ➼ https://NordVPN.com/coffeehousecrime -  It's risk-free with Nord's 30-day money-back guarantee! ✌ TRUE CRIME: Jane La Puebla and Guen Aguilar were the best of friends, supporting each other in a foreign and lonely country... But when money drove a wedge between the two, they would confront each other in the worst way possible.

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
03:02 Singapore
04:49 Guen Aguilar & Jane La Puebla
06:51 A rift...
07:47 September 9th, 2005
09:50 September 10th, 2005
12:30 Recalling the crime
16:00 Legal Proceedings
18:35 Remembering Jane, sidenotes
19:49 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Oct,Coffeehouse Crime
45,The Serial Killer who claimed 15 Lives... | The Case of David West,2022-10-20,753527,29532,1569,"Use COFFEECRIME to get 55% off your first month at Scentbird! https://sbird.co/3rans0r 🔴 In the summer months of 2019, several women across the country of Nigeria were found dead in their hotel rooms. As this number increased, it became obvious that Port Harcourt was dealing with a serial killer, who became known as the Port Harcourt Strangler.

From Scentbird, this month I received...
Burberry for Men EDT by Burberry https://sbird.co/3yeAgH1 
Modern Gentleman by Joseph Abboud https://sbird.co/3e2sPMp 
North Atlantic Right Whale by Sanctuary https://sbird.co/3RAvjzk 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
02:44 Nigeria
05:09 An alarming discovery
06:04 A pattern emerges...
08:40 Frustration
11:02 Clues
13:47 David West
16:37 Confessions
17:47 Recalling his ""Modus Operandi""
19:55 Public confession
21:33 Legal Proceedings
23:50 Remembering the victims
24:59 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Oct,Coffeehouse Crime
46,The Horrors of Room 3109 | The Case of Killer Banker Rurik Jutting,2022-10-17,1387434,50681,2671,"In November 2014, two young women disappeared off the streets of Hong Kong. With a city so large, almost nobody took notice, but both had succumbed to the hands of Rurik Jutting - An affluent banker who had taken a very dark turn in life...

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:12 Hong Kong's problems
04:25 Rurik Jutting's rise and fall
09:47 Two disappearances...
10:16 Sumarti Ningsih
13:07 Jesse Lorena
15:17 A harrowing discovery...
19:08 Recalling the crime
21:01 Legal Proceedings
21:58 Remembering Sumarti and Jesse
25:02 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Oct,Coffeehouse Crime
47,The Police Officer who used BDSM for Murder... | The Case of Steven Zelich,2022-10-12,826136,35974,2372,"Dubbed ""The Wisconsin Suitcase Murderer"", Steven Zelich quit the police force to evade investigations into his concerning behaviour. But this would descend into deeper and darker territory involving the internet's BDSM community, and murder. 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:08 Minnesota and Wisconsin
02:15 Laura Simonson
05:55 Searching for Laura...
08:08 Mr Handcuffs
12:16 June 5th, 2014
14:20 Investigations
16:19 Jenny Gamez
17:49 Steven's confession
21:41 Legal proceedings
22:49 Remembering Jenny and Laura, sidenotes
24:08 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Oct,Coffeehouse Crime
48,Buried Alive by an Ex Partner... | The Case of Brandy Rosine,2022-10-06,902384,41271,2841,"In May 2012, Brandy Stevens-Rosine made the secret journey to an ex-partner's home... The journey made her feel uneasy, and she felt something terribly wrong was about to happen… This was a terrible premonition, as after this... Brandy disappeared.

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:06 Ohio, Brandy Rosine
04:40 Meeting Jade Olmstead... And Ashley Barber.
09:12 May 17th, 2012...
12:24 Confrontation and Suspicion
16:12 An alarming scene...
18:34 Autopsy, Legal Proceedings
22:07 Remembering Brandy Stevens-Rosine.
23:43 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Oct,Coffeehouse Crime
49,"Murdered in Paradise by ""The Korn Devil""... | The Case of Miriam Beelte",2022-10-03,881834,42343,2188,"In April 2019, Miriam Beelte took a detour from a business trip to enjoy the white sands of Thailand. Soon after beginning her excursion, she was met with her untimely end; and the perpetrator behind her death would become known as ""The Korn Devil"".

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:08 Thailand, Miriam Beelte
03:09 Travelling for business
05:30 Climbing the temple...
08:56 Ronnakorn Romruen  
10:14 April 7th, 2019
13:00 Legal Proceedings
14:47 Thailand's tourism industry 
16:44 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Oct,Coffeehouse Crime
50,A Killer's Terrible Secret... | The Chilling Case of Sierra Lamar,2022-09-26,1585927,52332,2846,"Sierra Lamar disappeared while on her way to her local bus stop during a winter's morning in 2012. A very long and convoluted trail of clues lay ahead for authorities, with a series of clues leading to the suspect. And it all began with a raindrop...

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:04 Freemont, Sierra Lamar
03:43 Making the move...
05:18 March 16th, 2012
08:51 The long investigation ahead
12:52 Anthonlin Garcia Torres
14:05 Hunting Antholin
16:45 Legal proceedings
20:39 Aftermath
23:02 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.

Anyone with information on the case can contact Santa Clara County Communications at 299-2311, or send an e-mail to tips@sheriff.sccgov.org",Sep,Coffeehouse Crime
51,The Vengeful Wife who Murdered 57... | The Kuwaiti Wedding Massacre,2022-09-22,3079539,82014,8864,"In August of 2009, Nasra’s wicked actions claimed the lives of fifty-seven innocent individuals… making it one of the most devastating crimes in Kuwaiti history... But what horrible crimes did Nasar Yussef al-Enezi commit? And what was her motive? 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:07 Kuwait, Nasra Yussuf al-Enezi
03:04 Cracks
04:48 August 15th, 2009
08:03 Aftermath
10:14 Confession, Legal Proceedings
13:08 Forward... 
15:22 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Sep,Coffeehouse Crime
52,The Murderous Pilot Who Claimed 149 Lives... | The Tragedy of Flight 9525,2022-09-19,989873,44106,4240,"Lufthansa Co-Pilot Andreas Lubitz withheld very dark thoughts from his friends and colleagues. With strict policies and strong confidentiality in medical legislation, no one was aware of his broken mind. Sadly, this would only be realised after it was too late.

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:16 Travelling
02:39 Andreas Lubitz
05:23 Deteriorating Mental Health...
11:04 March 24th, 2015
15:03 Aftermath & Investigation
19:41 Sidenotes 
21:45 Problems, Recommendations, corrections.
22:54 Outro
23:36 Extras

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Sep,Coffeehouse Crime
53,"She killed her friends because ""God"" told her to...",2022-09-14,806550,38412,3141,"The Case of Helge Fossmo / Knutby Murders 🔴 For 16 free meals with HelloFresh across 7 boxes AND 3 free gifts, use code COFFEEHOUSECRIME16 at https://bit.ly/3Tp9CEn 🔴 If you received a text message from an unknown number claiming to be God, would you believe it? Unfortunately, Sara Svensson did... and she would even listen to his violent commands. On January 10th 2004, both Alexandra Fossmo and Daniel Linde had been shot in their sleep... but why?

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
02:29 The Town of Knutby, Sweden
03:33 Helge Fossmo
05:19 The sect-life of Knutby
08:29 December 1999
10:41 Falling in love, twice
12:56 Manipulation, lies and Stockholm syndrome
13:48 Text Messages from God
16:08 January 10th, 2004
18:38 Investigations...
21:36 Legal Proceedings
23:15 Outro
24:09 More Nero??

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Sep,Coffeehouse Crime
54,The YouTuber that murdered another... | The Case of Asia McGowan,2022-09-07,693991,40309,5669,"Start speaking a new language in 3 weeks with Babbel 🎉 Get up to 60% OFF your subscription ➡️ Here: https://go.babbel.com/t?bsc=1200m60-youtube-coffeehousecrime-sept-2022&btp=default&utm_term=generic_v1&utm_medium=paidsocial&utm_source=YouTube&utm_content=Influencer..coffeehousecrime..USA..YouTube 🔴 YouTuber Anthony Powell became obsessively aggressive toward another YouTuber Asia McGowan for her differing beliefs. Tragically, this would end in murder. 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
02:20 Michigan, Anthony Powell
04:48 Nostalgic YouTube Years
05:47 Anthony's YouTube Channel
07:58 Asia McGowan
10:37 April 10th, 2009
12:47 Aftermath
14:29 Reflecting...
16:05 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Sep,Coffeehouse Crime
55,The Self-Entitled Teen Who MURDERED Her Family... | Suzane Von Richthofen,2022-08-31,2817919,79325,5603,"Suzane Von Richthofen had it all... A loving family, an excellent education, and millions in the bank... Sadly this was not enough for her, and her evil self-entitled actions would prove this in the most tragic of ways...

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:05 Brazil
02:04 The Von Richthofen family
04:48 Family problems...
08:44 November 1st, 2002
11:28 Cracks and rumours
13:42 Deception
15:01 What actually happened?
18:11 Legal proceedings
19:00 Sidenotes and twists
21:15 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Aug,Coffeehouse Crime
56,The Facebook Date That Ended In Murder | The Case of Eleni Topaloudi,2022-08-25,1355715,53153,5080,"When a seemingly harmless message turned into a deadly date, Eleni Topaloudi's story revealed the systemic misogyny deep-seated within the nation of Greece. 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:05 Greece, Eleni Topaloudi
03:46 A Facebook Message...
04:58 An unexpected date
07:35 Silence
08:25 November 28th, 2018
09:55 Recalling the crime
12:47 Feeble attempts
14:14 Legal proceedings, systemic problems...
17:33 Remember Eleni
18:36 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Aug,Coffeehouse Crime
57,The Disturbed Boy That Murdered his Model Sister | The Case of Azumi Muto,2022-08-22,1091919,48541,3380,"Save 33% on your first Native Plastic-Free Deodorant Pack - normally $39, you’ll get it for $26! Click
here and use my code COFFEEHOUSE #AD 🌍🔴 In January 2007, a gruesome discovery would shock the residents of Shibuya and those further afar… and as details of the crime unfolded, many were left with anger and disgust.

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:06 Tokyo, Native 
04:22 The Muto Family
05:43 Yuki & Azumi's troubles
09:35 A Boiling Hatred
11:51 January 3rd, 2007
13:37 Recalling the crime
15:08 Legal proceedings
16:31 A strange aftermath
18:04 Outro
18:55 The cats will rise!

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.

NATIVE DEODORANT REVIEW #NativePartner #Deodorant #AluminumFree",Aug,Coffeehouse Crime
58,The Tinder Date Murdered By A Cult | The Case of Sydney Loofe,2022-08-17,1828445,60878,4347,"Sydney Loofe had connected with a woman named Audrey on Tinder, and even had even taken precautions to keep herself safe. Although the first date went well, her second date would have the most disastrous of consequences. 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:10 Nebraska, Sydney Loofe
03:47 A new Tinder date
05:23 November 16th, 2017
09:13 Bailey Boswell and Aubrey Trail
12:54 CCTV Footage
15:05 Videos on the run
19:41 Discovery...
22:55 Aftermath
24:20 Interrogation footage, legal proceedings, twists
28:40 Remembering Sydney
29:33 Outro
30:25 Prophecy???

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Aug,Coffeehouse Crime
59,The Killer Who Kept His Victim in an Ice Box | The Case of Denise Huber,2022-08-11,829324,36483,1736,"When Denise Huber disappeared after a night out in 1991, family and friends feared the worst. For three long years, no signs of her were found... But in 1994, John Famalaro's strange behaviour would lead officers to an ice box found within a suspicious van...

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:00 Denise Huber
03:21 Out for the night
05:38 June 3rd 1991
09:05 John Famalaro 
10:33 From paint cans to discovery. 
13:22 Evidence and events.
16:00 Legal proceedings, aftermath
17:46 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Aug,Coffeehouse Crime
60,The Black Metal Murderer | The Disturbing Case of Euronymous,2022-08-08,1070734,45550,4991,"Oystein Aarseth, better known as Euronymous, was a strange individual who had made some very disturbing decisions in his life. And between Varg Vikernes and himself, the two would leave a very deep scar on the Black Metal community. 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:12 Norway, Oystein Aarseth
03:14 Creating ""Mayhem""
05:43 Euronymous' Disturbing Decisions
07:12 Transforming Mayhem, Helvette, and Black Metal
08:38 Rivalry with Varg Vikernes
11:27 A concerning rumour...
13:20 August 10th, 1993
15:07 Legal Proceedings, time in prison
16:48 Life After Prison
19:25 Remembering Oystein Aarseth 
20:42 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Aug,Coffeehouse Crime
61,"The Killer ""Alpha Male"" | The Case of Lyndon Mcleod",2022-08-01,1988035,69587,8519,"Lyndon Mcleod was a narcissistic misogynist, resentful toward everyone who had wronged him in the past. He went on to write a fantasy self-insert trilogy all about himself, which ended in a grizzly murder streak. Eventually, Lyndon went on to recreate these actions in real life...

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com
➤ Interviews with Lyndon Mcleod are provided by THÏCCØQ PRØDÜCTÏØNS - https://www.youtube.com/channel/UCnP4zPYdjOxBmtLKDzvUvSg

00:00 Intro
01:23 Colorado
02:25 Lyndon Mcleod...
05:56 Retreating to the woods
07:07 Lyndon's trilogy and ""tribe""
10:18 A series of red flags.
13:03 December 27th, 2021
16:52 Aftermath
20:30 A package from the grave...
22:42 Remembering 
24:45 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Aug,Coffeehouse Crime
62,The Underwater Grave | The Mysterious Case of Olivia Lone Bear,2022-07-28,730858,38096,2475,"In October of 2017, Oliva's disappearance sparked a widespread search across most of western North Dakota. With many complexities to local jurisdiction it would take months of slow progress before a searcher finally had enough - and the discovery that she made, was much closer than authorities had expected.

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:23 North Dakota
03:01 Olivia Lone Bear
04:02 October 4th, 2017
06:43 Disappearance
08:52 Resolve
10:40 A Growing Epidemic
14:04 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Jul,Coffeehouse Crime
63,The Man Who Lived Above His Dead Partner | Disturbing Case of Allan Shyback,2022-07-25,1114416,43607,2732,"For a limited time only, get 50% OFF your first 6-bottle box at https://bit.ly/BrightCellarsCoffeehouse for only $55! Bright Cellars is the monthly wine club that matches you with wine that you'll love. Get started by taking the taste palate quiz to see your personalized matches. Investigators believed that Allan Shyback was involved in the disappearance of his wife Lisa Mitchell. And although strange emails and voicemails were left behind for loved ones, none of them made sense. With no concrete evidence, a year-long sting operation was facilitated in order to catch the man out. 

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Jul,Coffeehouse Crime
64,Family Horror | The Strange Case of Cameron Rogers,2022-07-21,1214544,41596,4113,"Cameron was given a second chance in life thanks to his adoptive parents, but fast forward 21 years and they would pay for this decision with their lives. What followed was a disturbing phone call to authorities and a series of horrific confessions...

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Jul,Coffeehouse Crime
65,"Swingers, Snipers & Murder | The Case of Darren Mack",2022-07-18,1303896,44838,3337,"Over time, the explosively passionate relationship between millionaire couple Darren Mack and Charla Sampsel would turn from fortune and indulgence, into toxicity and hate. And when court judge Chuck Weller was brought in... the situation worsened.

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:12 The Life of Charla Sampsel
03:09 The Life of Darren Mack
04:47 The Rise & Fall of Charla and Darren's Relationship
09:00 Chuck Weller's Decision
12:29 June 12th, 2006
15:32 Crime scene Analysis
17:32 On the run...
20:12 Legal proceedings
23:48 Aftermath
24:40 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Jul,Coffeehouse Crime
66,The YouTuber Murdered By An Obsessed Fan | The Case of Christina Grimmie,2022-07-13,1704624,57282,4907,"Christina Grimmie was a popular YouTuber and American Singer with an explosively successful career. But following the grave actions of a deeply disturbed individual, that would all change in the mere blink of an eye. Was her death preventable?

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:15 Christina Grimmie
03:40 Grassroots
05:44 A Rising Star
08:09 Christina's Personality
11:18 Danger amongst the shadows 
13:26 Unhealthy infatuation 
15:06 June 10th, 2016
17:25 Preventing Christina's Death: Kevin
18:12 Preventing Christina's Death: Venue
21:08 Aftermath
24:06 Outro

➤ Khaligo's soundtrack ""Thus Far"" has been used in this video. You can find his soundtrack here: https://www.youtube.com/watch?v=w1QupetMLHM

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me, and I will respond as soon as possible.",Jul,Coffeehouse Crime
67,The Murderous Neighbour Next Door... | The Case of Can Arslan,2022-07-04,900598,44092,5172,"We all coexist with neighbors, but what do you do when the man next door transforms your life into a living hell? This happened to those living on Snowdonia Road, specifically near a man named Can Arslan… And his actions would eventually lead to grave consequences…

➤ Patreon: https://www.patreon.com/coffeehousecrime 
➤ Instagram: https://www.instagram.com/coffeehousecrime/
➤ Twitter: https://twitter.com/coffeehcrime
➤ Facebook: https://www.facebook.com/coffeehousecrime
➤ Animated Background by Featherwax Studio: https://featherwax.com

00:00 Intro
01:12 The Cotswold
01:56 The Boorman Family
03:11 Can Arslan
05:40 Garden phone calls
08:25 October 5th, 2021...
10:57 Surveillance footage...
12:03 Bodycam footage...
14:06 Motive & Claims
16:16 Legal Proceedings
17:15 Prevention & Aftermath
19:47 Outro

DISCLAIMER: Great effort is made to ensure all materials in Coffeehouse Crime's videos fall within the guidelines of fair use. No copyright infringement is intended. If you are, or represent the copyright owner of any materials accidentally used in this video and have an issue with its use, please contact me and I will respond as soon as possible.",Jul,Coffeehouse Crime
